# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	731966	732736	+	MJEBLD_00678	yajL	ThiJ/PfpI family protein	COG:COG0693, COG:V, SO:0001217, UniParc:UPI0000224A8B, UniRef:UniRef100_Q6MPC7, UniRef:UniRef50_Q6MPC7, UniRef:UniRef90_Q6MPC7
contig_1	cds	732803	733441	+	MJEBLD_00679		Lipoprotein	RefSeq:WP_041583472.1, SO:0001217, UniParc:UPI0005A1F561, UniRef:UniRef100_Q6MPC8, UniRef:UniRef50_Q6MPC8, UniRef:UniRef90_Q6MPC8
contig_1	cds	733527	734534	-	MJEBLD_00680	mdh	malate dehydrogenase	COG:C, COG:COG0039, EC:1.1.1.37, GO:0006099, GO:0006108, GO:0016615, GO:0030060, RefSeq:WP_011163471.1, SO:0001217, UniParc:UPI0000376AF0, UniRef:UniRef100_P61973, UniRef:UniRef50_P61973, UniRef:UniRef90_P61973
contig_1	cds	734675	735934	-	MJEBLD_00681	roxA	Putative RNA methylase	COG:COG2850, COG:J, RefSeq:WP_011163470.1, SO:0001217, UniParc:UPI0000224A88, UniRef:UniRef100_Q6MPD0, UniRef:UniRef50_K7Z854, UniRef:UniRef90_K7Z854
contig_1	cds	736122	737339	+	MJEBLD_00682	rlmK	Putative methyltransferase	COG:COG1092, COG:J, RefSeq:WP_011163469.1, SO:0001217, UniParc:UPI0000224A87, UniRef:UniRef100_Q6MPD1, UniRef:UniRef50_Q6MPD1, UniRef:UniRef90_Q6MPD1
contig_1	cds	737359	737640	+	MJEBLD_00683	pheA	Chorismate mutase domain-containing protein	COG:COG1605, COG:E, RefSeq:WP_011163468.1, SO:0001217, UniParc:UPI0000224A86, UniRef:UniRef100_Q6MPD2, UniRef:UniRef50_K7ZEK7, UniRef:UniRef90_K7ZEK7
contig_1	cds	737672	740266	-	MJEBLD_00684	rlhA	Putative collagenase	COG:COG0826, COG:J, EC:3.4.-.-, KEGG:K08303, SO:0001217, UniRef:UniRef50_T0QXP7, UniRef:UniRef90_Q6MPD3
contig_1	cds	740336	741787	-	MJEBLD_00685	degQ	Periplasmic serine protease	COG:COG0265, COG:O, RefSeq:WP_041583470.1, SO:0001217, UniParc:UPI0002FDF9ED, UniRef:UniRef100_Q6MPD5, UniRef:UniRef50_Q6MPD5, UniRef:UniRef90_Q6MPD5
contig_1	cds	741933	742823	+	MJEBLD_00686		CBS domain-containing protein	COG:COG5502, COG:S, RefSeq:WP_041583469.1, SO:0001217, UniParc:UPI00030264FF, UniRef:UniRef100_Q6MPD4, UniRef:UniRef50_Q6MPD4, UniRef:UniRef90_Q6MPD4
contig_1	cds	742842	743318	+	MJEBLD_00687		Lipoprotein	RefSeq:WP_011163464.1, SO:0001217, UniParc:UPI0000224A82, UniRef:UniRef100_Q6MPD6, UniRef:UniRef50_A0A514XH45, UniRef:UniRef90_Q6MPD6
contig_1	cds	743332	743670	-	MJEBLD_00688	pspE	Phage shock protein	COG:COG0607, COG:P, RefSeq:WP_050792899.1, SO:0001217, UniParc:UPI00045BE6B2, UniRef:UniRef100_Q6MPD7, UniRef:UniRef50_A0A162GF48, UniRef:UniRef90_Q6MPD7
contig_1	cds	743728	744189	-	MJEBLD_00689	ibpA	Small heat shock protein	COG:COG0071, COG:O, RefSeq:WP_011163462.1, SO:0001217, UniParc:UPI0000224A80, UniRef:UniRef100_Q6MPD8, UniRef:UniRef50_A0A258W289, UniRef:UniRef90_Q6MPD8
contig_1	cds	744246	746723	-	MJEBLD_00690	mgtA	Cation transporting ATPase	COG:COG0474, COG:P, RefSeq:WP_011163461.1, SO:0001217, UniParc:UPI0000224A7F, UniRef:UniRef100_Q6MPD9, UniRef:UniRef50_A0A258VUL6, UniRef:UniRef90_Q6MPD9
contig_1	cds	746734	747492	-	MJEBLD_00691	mlaF	Putative ribonucleotide transport atp-binding protein	COG:COG1127, COG:M, RefSeq:WP_011163460.1, SO:0001217, UniParc:UPI0000224A7E, UniRef:UniRef100_Q6MPE0, UniRef:UniRef50_Q6MPE0, UniRef:UniRef90_Q6MPE0
contig_1	cds	747536	748093	+	MJEBLD_00692		Putative DNA polymerase epsilon subunit	SO:0001217, UniParc:UPI0000224A7D, UniRef:UniRef100_Q6MPE1, UniRef:UniRef50_Q6MPE1, UniRef:UniRef90_Q6MPE1
contig_1	cds	748295	750799	+	MJEBLD_00693		hypothetical protein	RefSeq:WP_041583468.1, SO:0001217, UniParc:UPI0005A15508, UniRef:UniRef100_Q6MPE2, UniRef:UniRef50_Q6MPE2, UniRef:UniRef90_Q6MPE2
contig_1	cds	750815	752032	-	MJEBLD_00694		J domain-containing protein	RefSeq:WP_041583467.1, SO:0001217, UniParc:UPI0002F9E626, UniRef:UniRef100_Q6MPE3, UniRef:UniRef50_K7YV62, UniRef:UniRef90_K7YV62
contig_1	cds	752123	752839	-	MJEBLD_00695	wcaG	Putative enzyme of sugar metabolism	COG:COG0451, COG:M, RefSeq:WP_041583694.1, SO:0001217, UniParc:UPI0002D4B192, UniRef:UniRef100_UPI0002D4B192, UniRef:UniRef50_Q6MPE4, UniRef:UniRef90_Q6MPE4
contig_1	cds	752843	753541	-	MJEBLD_00696	menH	Putative hydrolase	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_Q6MPE5, UniRef:UniRef90_Q6MPE5
contig_1	cds	753557	753991	-	MJEBLD_00697	osmC	Putative redox protein	COG:COG1764, COG:V, RefSeq:WP_011163454.1, SO:0001217, UniParc:UPI0000224A78, UniRef:UniRef100_Q6MPE6, UniRef:UniRef50_A0A1Z3NAX2, UniRef:UniRef90_Q6MPE6
contig_1	cds	754048	754602	+	MJEBLD_00698	gbsR	DNA-binding protein	COG:COG1510, COG:K, RefSeq:WP_011163453.1, SO:0001217, UniParc:UPI0000224A77, UniRef:UniRef100_Q6MPE7, UniRef:UniRef50_A0A514XL51, UniRef:UniRef90_Q6MPE7
contig_1	cds	754605	754910	-	MJEBLD_00699		Putative RNA methylase	RefSeq:WP_011163452.1, SO:0001217, UniParc:UPI0000224A76, UniRef:UniRef100_Q6MPE8, UniRef:UniRef50_Q6MPE8, UniRef:UniRef90_Q6MPE8
contig_1	cds	754940	755344	-	MJEBLD_00700	yuxK	Thiol-disulfide oxidoreductase	COG:COG3011, COG:R, RefSeq:WP_011163451.1, SO:0001217, UniParc:UPI0000224A75, UniRef:UniRef100_Q6MPE9, UniRef:UniRef50_Q6MPE9, UniRef:UniRef90_Q6MPE9
contig_1	cds	755427	756728	+	MJEBLD_00701	aarF	Putative ABC transporter	COG:COG0661, COG:HT, SO:0001217, UniRef:UniRef50_A0A1Z3NAU2, UniRef:UniRef90_Q6MPF0
contig_1	cds	756740	757828	+	MJEBLD_00702	mauG	CcpA protein	COG:COG1858, COG:O, EC:1.11.1.5, KEGG:K00428, RefSeq:WP_011163449.1, SO:0001217, UniParc:UPI0000224A73, UniRef:UniRef100_Q6MPF1, UniRef:UniRef50_A0A0B8WU95, UniRef:UniRef90_Q6MPF1
contig_1	cds	757833	758702	-	MJEBLD_00703	lysR	HTH lysR-type domain-containing protein	COG:COG0583, COG:K, RefSeq:WP_080558978.1, SO:0001217, UniParc:UPI0009B61F1D, UniRef:UniRef100_UPI0009B61F1D, UniRef:UniRef50_A0A1Z3NAZ6, UniRef:UniRef90_A0A1Z3NAZ6
contig_1	cds	758792	759079	+	MJEBLD_00704		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0035A723F8
contig_1	cds	759084	759983	-	MJEBLD_00705	lysR	Transcriptional regulator, LysR family	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_011163447.1, SO:0001217, UniParc:UPI0000224A71, UniRef:UniRef100_Q6MPF3, UniRef:UniRef50_Q6MH68, UniRef:UniRef90_Q6MPF3
contig_1	cds	759999	761141	-	MJEBLD_00706	ulaG	Zn-dependent hydrolase	COG:COG2220, COG:G, EC:3.1.4.54, KEGG:K13985, RefSeq:WP_038450892.1, SO:0001217, UniParc:UPI0002F55825, UniRef:UniRef100_Q6MPF4, UniRef:UniRef50_K7Z842, UniRef:UniRef90_K7Z842
contig_1	cds	761362	762408	+	MJEBLD_00707	adhP	NADP-dependent alcohol dehydrogenase	COG:COG1064, COG:G, RefSeq:WP_011163445.1, SO:0001217, UniParc:UPI0000224A6F, UniRef:UniRef100_Q6MPF5, UniRef:UniRef50_A0A2Z4V3V5, UniRef:UniRef90_Q6MPF5
contig_1	cds	762449	763279	-	MJEBLD_00708	fghA	S-formylglutathione hydrolase	COG:COG0627, COG:V, EC:3.1.2.12, GO:0018738, GO:0046294, KEGG:K01070, RefSeq:WP_011163444.1, SO:0001217, UniParc:UPI0000224A6E, UniRef:UniRef100_Q6MPF6, UniRef:UniRef50_Q6MPF6, UniRef:UniRef90_Q6MPF6
contig_1	cds	763296	764405	-	MJEBLD_00709	frmA	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	COG:C, COG:COG1062, GO:0004022, GO:0008270, GO:0051903, RefSeq:WP_011163443.1, SO:0001217, UniParc:UPI0000224A6D, UniRef:UniRef100_Q6MPF7, UniRef:UniRef50_P25437, UniRef:UniRef90_Q6MPF7
contig_1	cds	764509	765390	+	MJEBLD_00710	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, SO:0001217, UniParc:UPI0000224A6C, UniRef:UniRef100_Q6MPF8, UniRef:UniRef50_A0A952P2G5, UniRef:UniRef90_K7YV50
contig_1	cds	765537	765986	+	MJEBLD_00711		Orotate phosphoribosyltransferase	RefSeq:WP_011163441.1, SO:0001217, UniParc:UPI0000224A6B, UniRef:UniRef100_Q6MPF9, UniRef:UniRef50_Q6MPF9, UniRef:UniRef90_Q6MPF9
contig_1	cds	765986	767902	+	MJEBLD_00712		DUF4105 domain-containing protein	SO:0001217, UniParc:UPI0000224A6A, UniRef:UniRef100_Q6MPG0, UniRef:UniRef50_K7YSF8, UniRef:UniRef90_K7YSF8
contig_1	cds	767958	768521	-	MJEBLD_00713		DUF3341 domain-containing protein	RefSeq:WP_011163439.1, SO:0001217, UniParc:UPI0000224A69, UniRef:UniRef100_Q6MPG1, UniRef:UniRef50_A0A150WIM1, UniRef:UniRef90_K7YLB8
contig_1	cds	768532	768879	-	MJEBLD_00714	osmY	BON domain-containing protein	COG:COG2823, COG:M, KEGG:K04065, RefSeq:WP_050792898.1, SO:0001217, UniParc:UPI0002D6C813, UniRef:UniRef100_Q6MPG2, UniRef:UniRef50_Q6MPG2, UniRef:UniRef90_Q6MPG2
contig_1	cds	769047	769352	-	MJEBLD_00715		hypothetical protein	RefSeq:WP_011163437.1, SO:0001217, UniParc:UPI0000224A67, UniRef:UniRef100_Q6MPG3, UniRef:UniRef50_Q6MPG3, UniRef:UniRef90_Q6MPG3
contig_1	cds	769531	770403	+	MJEBLD_00716	yecE	DUF72 domain-containing protein	COG:COG1801, COG:R, RefSeq:WP_011163436.1, SO:0001217, UniParc:UPI0000224A66, UniRef:UniRef100_Q6MPG4, UniRef:UniRef50_B1ZWK1, UniRef:UniRef90_Q6MPG4
contig_1	cds	770407	770769	-	MJEBLD_00717	phhB	4a-hydroxytetrahydrobiopterin dehydratase	COG:COG2154, COG:H, EC:4.2.1.96, GO:0006729, GO:0008124, KEGG:K01724, RefSeq:WP_011163435.1, SO:0001217, UniParc:UPI0000224A65, UniRef:UniRef100_P61732, UniRef:UniRef50_P61732, UniRef:UniRef90_P61732
contig_1	cds	770832	773930	-	MJEBLD_00718	acrB	Acriflavin resistance protein	COG:COG0841, COG:V, RefSeq:WP_011163434.1, SO:0001217, UniParc:UPI0000224A64, UniRef:UniRef100_Q6MPG6, UniRef:UniRef50_A0A0S8BSL3, UniRef:UniRef90_K7YLB4
contig_1	cds	773932	775209	-	MJEBLD_00719	tolC	Outer membrane export factor	COG:COG1538, COG:M, RefSeq:WP_041583464.1, SO:0001217, UniParc:UPI0002F93183, UniRef:UniRef100_Q6MPG7, UniRef:UniRef50_A0A162G4K6, UniRef:UniRef90_K7YV39
contig_1	cds	775330	776775	-	MJEBLD_00720		SH3b domain-containing protein	RefSeq:WP_226987918.1, SO:0001217, UniParc:UPI0003129D5C, UniRef:UniRef100_Q6MPG8, UniRef:UniRef50_A0A942DRL1, UniRef:UniRef90_K7Z832
contig_1	cds	776953	777282	-	MJEBLD_00721		Pseudouridine synthase	RefSeq:WP_038452108.1, SO:0001217, UniParc:UPI00045C0248, UniRef:UniRef100_Q6MPG9, UniRef:UniRef50_Q6MPG9, UniRef:UniRef90_Q6MPG9
contig_1	cds	777304	780750	-	MJEBLD_00722		Cell wall surface anchor family protein	RefSeq:WP_011163430.1, SO:0001217, UniParc:UPI0000224A60, UniRef:UniRef100_Q6MPH0, UniRef:UniRef50_K7ZEJ9, UniRef:UniRef90_Q6MPH0
contig_1	cds	780997	782103	+	MJEBLD_00723	ompA	OmpA-like domain-containing protein	COG:COG2885, COG:M, RefSeq:WP_011163429.1, SO:0001217, UniParc:UPI0000224A5F, UniRef:UniRef100_Q6MPH1, UniRef:UniRef50_A0A150WKG3, UniRef:UniRef90_A0A1Z3NB18
contig_1	cds	782161	782469	-	MJEBLD_00724		hypothetical protein	RefSeq:WP_011163428.1, SO:0001217, UniParc:UPI0000224A5E, UniRef:UniRef100_Q6MPH2, UniRef:UniRef50_A0A1Z3NAX8, UniRef:UniRef90_A0A1Z3NAX8
contig_1	cds	782466	782954	-	MJEBLD_00725	rpoE	RNA polymerase sigma-E factor	COG:COG1595, COG:K, RefSeq:WP_011163427.1, SO:0001217, UniParc:UPI0000224A5D, UniRef:UniRef100_Q6MPH3, UniRef:UniRef50_Q6MPH3, UniRef:UniRef90_Q6MPH3
contig_1	cds	782963	783397	-	MJEBLD_00726	cpxP	Putative periplasmic protein cpxP	KEGG:K06006, RefSeq:WP_011163426.1, SO:0001217, UniParc:UPI0000224A5C, UniRef:UniRef100_Q6MPH4, UniRef:UniRef50_A0A0B8WGW3, UniRef:UniRef90_Q6MPH4
contig_1	cds	783475	784095	-	MJEBLD_00727	pcp	Pyroglutamyl-peptidase I	COG:COG2039, COG:O, EC:3.4.19.3, KEGG:K01304, RefSeq:WP_011163425.1, SO:0001217, UniParc:UPI0000224A5B, UniRef:UniRef100_Q6MPH5, UniRef:UniRef50_A0A161QEB4, UniRef:UniRef90_Q6MPH5
contig_1	cds	784114	785850	-	MJEBLD_00728		Serine aminopeptidase S33 domain-containing protein	RefSeq:WP_011163424.1, SO:0001217, UniParc:UPI0000224A5A, UniRef:UniRef100_Q6MPH6, UniRef:UniRef50_K7YLA8, UniRef:UniRef90_K7YLA8
contig_1	cds	786229	786912	-	MJEBLD_00729	fliG	FliG protein	RefSeq:WP_157865647.1, SO:0001217, UniParc:UPI00045C17B4, UniRef:UniRef100_Q6MPH8, UniRef:UniRef50_A0A952TRW8, UniRef:UniRef90_Q6MPH8
contig_1	cds	787179	788309	-	MJEBLD_00730		VWFA domain-containing protein	RefSeq:WP_226987917.1, SO:0001217, UniParc:UPI00045C02BB, UniRef:UniRef100_Q6MPH9, UniRef:UniRef50_A0AA46YIC9, UniRef:UniRef90_Q6MPH9
contig_1	cds	788630	789184	+	MJEBLD_00731		hypothetical protein	RefSeq:WP_175575988.1, SO:0001217, UniParc:UPI0002D962D7, UniRef:UniRef100_Q6MPI0, UniRef:UniRef50_Q6MPI0, UniRef:UniRef90_Q6MPI0
contig_1	cds	789352	790365	+	MJEBLD_00732	menH	putative hydrolytic enzyme	COG:COG0596, COG:HR, RefSeq:WP_011163419.1, SO:0001217, UniParc:UPI0000224A55, UniRef:UniRef100_Q6MPI1, UniRef:UniRef50_Q6MPI1, UniRef:UniRef90_Q6MPI1
contig_1	rRNA	790505	790621	-	MJEBLD_00733	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_1	rRNA	790877	793817	-	MJEBLD_00734	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_1	tRNA	793931	794007	-	MJEBLD_00735	trnI	tRNA-Ile(gat)	SO:0000263
contig_1	rRNA	794150	795663	-	MJEBLD_00736	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_1	tRNA	795934	796009	-	MJEBLD_00737	trnA	tRNA-Ala(tgc)	SO:0000254
contig_1	cds	796165	796680	-	MJEBLD_00738		DUF4388 domain-containing protein	RefSeq:WP_011163418.1, SO:0001217, UniParc:UPI0000224A54, UniRef:UniRef100_Q6MPI2, UniRef:UniRef50_A0A942DSM8, UniRef:UniRef90_Q6MPI2
contig_1	cds	796907	797212	+	MJEBLD_00739		Cupin type-2 domain-containing protein	COG:COG3435, COG:Q, RefSeq:WP_011163417.1, SO:0001217, UniParc:UPI0000224A53, UniRef:UniRef100_Q6MPI3, UniRef:UniRef50_Q6MPI3, UniRef:UniRef90_Q6MPI3
contig_1	cds	797341	798672	-	MJEBLD_00740	rarA	Recombination factor protein RarA	COG:COG2256, COG:L, KEGG:K07478, SO:0001217, UniRef:UniRef50_A0A1W9HIA0, UniRef:UniRef90_K7Z825
contig_1	cds	798690	798929	-	MJEBLD_00741		hypothetical protein	RefSeq:WP_041583463.1, SO:0001217, UniParc:UPI0005A1A00C, UniRef:UniRef100_UPI0005A1A00C, UniRef:UniRef50_A0A1Z3NAZ0, UniRef:UniRef90_A0A1Z3NAZ0
contig_1	cds	799035	799640	-	MJEBLD_00742		Lipoprotein	RefSeq:WP_011163415.1, SO:0001217, UniParc:UPI0000224A51, UniRef:UniRef100_Q6MPI5, UniRef:UniRef50_A0A1Z3NAX3, UniRef:UniRef90_Q6MPI5
contig_1	cds	799653	801833	-	MJEBLD_00743	hofQ	Fimbrial assembly protein	COG:COG4796, COG:U, KEGG:K02666, RefSeq:WP_011163414.1, SO:0001217, UniParc:UPI0000224A50, UniRef:UniRef100_Q6MPI6, UniRef:UniRef50_Q6MPI6, UniRef:UniRef90_Q6MPI6
contig_1	cds	801857	802540	-	MJEBLD_00744	pilP	Fimbrial assembly protein	COG:COG3168, COG:NU, RefSeq:WP_011163413.1, SO:0001217, UniParc:UPI0000224A4F, UniRef:UniRef100_Q6MPI7, UniRef:UniRef50_Q6MPI7, UniRef:UniRef90_Q6MPI7
contig_1	cds	802537	803130	-	MJEBLD_00745	pilO	Pilus assembly protein PilO	COG:COG3167, COG:NU, KEGG:K02664, RefSeq:WP_011163412.1, SO:0001217, UniParc:UPI0000224A4E, UniRef:UniRef100_Q6MPI8, UniRef:UniRef50_K7Z822, UniRef:UniRef90_K7Z822
contig_1	cds	803123	803734	-	MJEBLD_00746	pilN	Fimbrial assembly membrane protein	COG:COG3166, COG:NU, RefSeq:WP_011163411.1, SO:0001217, UniParc:UPI0000224A4D, UniRef:UniRef100_Q6MPI9, UniRef:UniRef50_Q6MPI9, UniRef:UniRef90_Q6MPI9
contig_1	cds	803731	804786	-	MJEBLD_00747	pilM	Fimbrial assembly membrane protein	COG:COG4972, COG:NU, KEGG:K02662, RefSeq:WP_011163410.1, SO:0001217, UniParc:UPI0000224A4C, UniRef:UniRef100_Q6MPJ0, UniRef:UniRef50_Q6MPJ0, UniRef:UniRef90_Q6MPJ0
contig_1	cds	804957	805745	-	MJEBLD_00748	pilD	Prepilin leader peptidase/N-methyltransferase	COG:COG1989, COG:NU, RefSeq:WP_080558977.1, SO:0001217, UniParc:UPI00031EACFC, UniRef:UniRef100_UPI00031EACFC, UniRef:UniRef50_Q6MPJ1, UniRef:UniRef90_Q6MPJ1
contig_1	cds	805738	806508	-	MJEBLD_00749		Pilus biogenesis protein and ABC-type transporter	RefSeq:WP_226988010.1, SO:0001217, UniParc:UPI0002E942F1, UniRef:UniRef100_UPI0002E942F1, UniRef:UniRef50_Q6MPJ2, UniRef:UniRef90_Q6MPJ2
contig_1	cds	806501	807244	-	MJEBLD_00750	rbbA	ABC-type phosphonate transport protein, ATP-binding	COG:COG1131, COG:JV, RefSeq:WP_011163407.1, SO:0001217, UniParc:UPI0000224A49, UniRef:UniRef100_Q6MPJ3, UniRef:UniRef50_A0A952TGE3, UniRef:UniRef90_Q6MPJ3
contig_1	cds	807251	808141	-	MJEBLD_00751	phnD	Alkylphosphonate ABC transporter	COG:COG3221, COG:P, KEGG:K02044, RefSeq:WP_011163406.1, SO:0001217, UniParc:UPI0000224A48, UniRef:UniRef100_Q6MPJ4, UniRef:UniRef50_K7YSD3, UniRef:UniRef90_K7YSD3
contig_1	cds	808138	811332	-	MJEBLD_00752	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0005524, GO:0008152, GO:0046872, KEGG:K01955, RefSeq:WP_011163405.1, SO:0001217, UniParc:UPI0000224A47, UniRef:UniRef100_Q6MPJ5, UniRef:UniRef50_A0A942DPK2, UniRef:UniRef90_Q6MPJ5
contig_1	cds	811348	812016	-	MJEBLD_00753		YARHG domain-containing protein	RefSeq:WP_011163404.1, SO:0001217, UniParc:UPI0000224A46, UniRef:UniRef100_Q6MPJ6, UniRef:UniRef50_A0A952TFQ3, UniRef:UniRef90_Q6MPJ6
contig_1	cds	812013	813077	-	MJEBLD_00754	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, GO:0004088, GO:0006541, RefSeq:WP_011163403.1, SO:0001217, UniParc:UPI0000224A45, UniRef:UniRef100_Q6MPJ7, UniRef:UniRef50_A0A958PMY9, UniRef:UniRef90_Q6MPJ7
contig_1	cds	813077	813979	-	MJEBLD_00755	pyrB	aspartate carbamoyltransferase catalytic subunit	COG:COG0540, COG:F, EC:2.1.3.2, GO:0004070, GO:0006207, GO:0006520, GO:0016597, RefSeq:WP_011163402.1, SO:0001217, UniParc:UPI0000224A44, UniRef:UniRef100_Q6MPJ8, UniRef:UniRef50_M4V950, UniRef:UniRef90_Q6MPJ8
contig_1	cds	814015	814689	-	MJEBLD_00756	lepB	signal peptidase I	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0006465, GO:0009306, GO:0016020, KEGG:K03100, RefSeq:WP_011163401.1, SO:0001217, UniParc:UPI0000224A43, UniRef:UniRef100_Q6MPJ9, UniRef:UniRef50_A0A2H0WF22, UniRef:UniRef90_Q6MPJ9
contig_1	cds	814766	815473	-	MJEBLD_00757	lepB	signal peptidase I	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0006465, GO:0009306, GO:0016020, KEGG:K03100, RefSeq:WP_011163400.1, SO:0001217, UniParc:UPI0000224A42, UniRef:UniRef100_Q6MPK0, UniRef:UniRef50_A0A514XLB6, UniRef:UniRef90_Q6MPK0
contig_1	cds	815474	816262	-	MJEBLD_00758	lepB	signal peptidase I	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0006465, GO:0009306, GO:0016020, KEGG:K03100, RefSeq:WP_011163399.1, SO:0001217, UniParc:UPI0000224A41, UniRef:UniRef100_Q6MPK1, UniRef:UniRef50_Q6MPK1, UniRef:UniRef90_Q6MPK1
contig_1	cds	816273	818072	-	MJEBLD_00759	lepA	translation elongation factor 4	COG:COG0481, COG:J, EC:3.6.5.n1, GO:0003746, GO:0003924, GO:0005525, GO:0005886, GO:0043022, GO:0045727, GO:1990606, RefSeq:WP_038451587.1, SO:0001217, UniParc:UPI00004CE1C0, UniRef:UniRef100_P60930, UniRef:UniRef50_B1X3K4, UniRef:UniRef90_P60930
contig_1	cds	818146	819309	-	MJEBLD_00760	metK	methionine adenosyltransferase	COG:COG0192, COG:H, EC:2.5.1.6, GO:0000287, GO:0004478, GO:0005524, GO:0005737, GO:0006556, GO:0006730, KEGG:K00789, RefSeq:WP_011163397.1, SO:0001217, UniParc:UPI0000224A3F, UniRef:UniRef100_Q6MPK2, UniRef:UniRef50_Q8KEG7, UniRef:UniRef90_Q6MPK2
contig_1	cds	819434	820039	-	MJEBLD_00761		DUF2157 domain-containing protein	RefSeq:WP_157865646.1, SO:0001217, UniParc:UPI0003150D52, UniRef:UniRef100_UPI0003150D52, UniRef:UniRef50_A0A162FTC8, UniRef:UniRef90_Q6MPK3
contig_1	cds	820116	820466	-	MJEBLD_00762	hpf	ribosome hibernation-promoting factor, HPF/YfiA family	COG:COG1544, COG:J, GO:0005840, GO:0045182, RefSeq:WP_011163395.1, SO:0001217, UniParc:UPI0000224A3D, UniRef:UniRef100_Q6MPK4, UniRef:UniRef50_K7ZEI8, UniRef:UniRef90_K7ZEI8
contig_1	cds	820560	821084	-	MJEBLD_00763		TPR domain-containing protein	RefSeq:WP_338621288.1, SO:0001217, UniParc:UPI0002E38831, UniRef:UniRef100_Q6MPK5, UniRef:UniRef50_K7YL86, UniRef:UniRef90_K7YL86
contig_1	cds	821126	821707	-	MJEBLD_00764	mtnN	Putative MTA/SAH nucleosidase	COG:COG0775, COG:FH, EC:3.2.2.9, KEGG:K01243, RefSeq:WP_226988008.1, SO:0001217, UniParc:UPI0002F13E30, UniRef:UniRef100_A0A1Z3NDJ6, UniRef:UniRef50_N8YDD4, UniRef:UniRef90_Q6MPK6
contig_1	cds	821694	822191	-	MJEBLD_00765	apt	adenine phosphoribosyltransferase	COG:COG0503, COG:F, EC:2.4.2.7, GO:0002055, GO:0003999, GO:0005737, GO:0006166, GO:0006168, GO:0009116, GO:0016208, GO:0044209, KEGG:K00759, RefSeq:WP_011163392.1, SO:0001217, UniParc:UPI0000224A3A, UniRef:UniRef100_Q6MPK7, UniRef:UniRef50_Q6MPK7, UniRef:UniRef90_Q6MPK7
contig_1	cds	822255	823079	-	MJEBLD_00766	hisJ	ABC-type transporter, periplasmic domain	COG:COG0834, COG:ET, RefSeq:WP_011163391.1, SO:0001217, UniParc:UPI0000224A39, UniRef:UniRef100_Q6MPK8, UniRef:UniRef50_A0A514XJE0, UniRef:UniRef90_Q6MPK8
contig_1	cds	823410	824846	-	MJEBLD_00767	rpoN	RNA polymerase factor sigma-54	COG:COG1508, COG:K, GO:0006352, GO:0016987, KEGG:K03092, RefSeq:WP_011163390.1, SO:0001217, UniParc:UPI0000224A38, UniRef:UniRef100_Q6MPK9, UniRef:UniRef50_A0A2G6J1D3, UniRef:UniRef90_Q6MPK9
contig_1	cds	824889	825611	-	MJEBLD_00768	lptB	LPS export ABC transporter ATP-binding protein	COG:COG1137, COG:M, EC:7.5.2.5, GO:0015221, GO:0015920, GO:0042626, GO:0043190, RefSeq:WP_011163389.1, SO:0001217, UniParc:UPI0000224A37, UniRef:UniRef100_Q6MPL0, UniRef:UniRef50_P24693, UniRef:UniRef90_Q6MPL0
contig_1	cds	825608	826624	-	MJEBLD_00769	lptC	LPS export ABC transporter periplasmic protein LptC	GO:0005886, GO:0015221, GO:0015920, RefSeq:WP_038451572.1, SO:0001217, UniParc:UPI00031D1BAC, UniRef:UniRef100_Q6MPL1, UniRef:UniRef50_Q6MPL1, UniRef:UniRef90_Q6MPL1
contig_1	cds	826742	827332	-	MJEBLD_00770		Adventurous gliding motility protein S	RefSeq:WP_011163387.1, SO:0001217, UniParc:UPI0000224A35, UniRef:UniRef100_Q6MPL2, UniRef:UniRef50_A0A150WSE9, UniRef:UniRef90_Q6MPL2
contig_1	cds	827332	827808	-	MJEBLD_00771	tolR	TolR protein	COG:COG0848, COG:U, RefSeq:WP_011163386.1, SO:0001217, UniParc:UPI0000224A34, UniRef:UniRef100_Q6MPL3, UniRef:UniRef50_A0A1W9HI75, UniRef:UniRef90_Q6MPL3
