# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	733478	733843	+	DLEPHM_00667		Invasion protein	RefSeq:WP_011163491.1, SO:0001217, UniParc:UPI0000224A9D, UniRef:UniRef100_Q6MPA9, UniRef:UniRef50_A0A150WKC0, UniRef:UniRef90_A0A1Z3NAQ9
contig_2	cds	733905	734276	-	DLEPHM_00668		Putative polyketide synthase	RefSeq:WP_011163490.1, SO:0001217, UniParc:UPI0000224A9C, UniRef:UniRef100_Q6MPB0, UniRef:UniRef50_K7ZEL3, UniRef:UniRef90_K7ZEL3
contig_2	cds	734315	734713	-	DLEPHM_00669		Putative branched-chain amino acid aminotransferase	RefSeq:WP_011163489.1, SO:0001217, UniParc:UPI0000224A9B, UniRef:UniRef100_Q6MPB1, UniRef:UniRef50_Q6MPB1, UniRef:UniRef90_Q6MPB1
contig_2	cds	734731	735855	-	DLEPHM_00670	rlmL	Putative N6-adenine-specific DNA methylase	COG:COG0116, COG:J, RefSeq:WP_011163488.1, SO:0001217, UniParc:UPI0000224A9A, UniRef:UniRef100_Q6MPB2, UniRef:UniRef50_A0A923WQB6, UniRef:UniRef90_Q6MPB2
contig_2	cds	735906	737642	-	DLEPHM_00671	fixX	Electron transfer flavoprotein-ubiquinone oxidoreductase	COG:C, COG:COG2440, EC:1.5.5.1, KEGG:K00311, RefSeq:WP_011163487.1, SO:0001217, UniParc:UPI0000224A99, UniRef:UniRef100_Q6MPB3, UniRef:UniRef50_Q6MPB3, UniRef:UniRef90_Q6MPB3
contig_2	cds	737694	737951	-	DLEPHM_00672		hypothetical protein	RefSeq:WP_011163486.1, SO:0001217, UniParc:UPI0000224A98, UniRef:UniRef100_Q6MPB4, UniRef:UniRef50_A0A514WUY5, UniRef:UniRef90_Q6MPB4
contig_2	cds	738092	738922	-	DLEPHM_00673	nit1	Putative amidohydrolase	COG:COG0388, COG:V, RefSeq:WP_011163485.1, SO:0001217, UniParc:UPI0000224A97, UniRef:UniRef100_Q6MPB5, UniRef:UniRef50_A0A1W9HNK4, UniRef:UniRef90_K7ZEL1
contig_2	cds	738933	739286	-	DLEPHM_00674		hypothetical protein	RefSeq:WP_011163484.1, SO:0001217, UniParc:UPI0000224A96, UniRef:UniRef100_Q6MPB6, UniRef:UniRef50_K7YLE7, UniRef:UniRef90_K7YLE7
contig_2	cds	739480	739740	-	DLEPHM_00675	rplX	Large ribosomal subunit protein uL24	COG:COG0198, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_011163483.1, SO:0001217, UniParc:UPI0000224A95, UniRef:UniRef100_Q6MPB7, UniRef:UniRef50_Q6MPB7, UniRef:UniRef90_Q6MPB7
contig_2	cds	739756	740043	-	DLEPHM_00676	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0003735, GO:0005840, GO:0006412, RefSeq:WP_038450925.1, SO:0001217, UniParc:UPI0002F42F6A, UniRef:UniRef100_UPI0002F42F6A, UniRef:UniRef50_A0A150WF15, UniRef:UniRef90_A0A1Z3NAV2
contig_2	cds	740237	740506	+	DLEPHM_00677	rpsR	30S ribosomal protein S18	COG:COG0238, COG:J, GO:0000314, GO:0003735, GO:0005840, GO:0006412, GO:0022627, GO:0070181, GO:1990904, RefSeq:WP_011163482.1, SO:0001217, UniParc:UPI0000224A94, UniRef:UniRef100_Q6MPB8, UniRef:UniRef50_Q6MPB8, UniRef:UniRef90_Q6MPB8
contig_2	cds	740583	740975	-	DLEPHM_00678	sxtJ	SxtJ	RefSeq:WP_231839279.1, SO:0001217, UniParc:UPI001E487DDB, UniRef:UniRef100_Q6MPB9, UniRef:UniRef50_A0A940L505, UniRef:UniRef90_Q6MPB9
contig_2	cds	741121	741327	+	DLEPHM_00679		hypothetical protein	RefSeq:WP_011163480.1, SO:0001217, UniParc:UPI0000224A92, UniRef:UniRef100_Q6MPC0, UniRef:UniRef50_K7ZEL0, UniRef:UniRef90_K7ZEL0
contig_2	cds	741324	741986	-	DLEPHM_00680		hypothetical protein	RefSeq:WP_011163479.1, SO:0001217, UniParc:UPI0000224A91, UniRef:UniRef100_Q6MPC1, UniRef:UniRef50_Q6MPC1, UniRef:UniRef90_Q6MPC1
contig_2	tRNA	742069	742145	+	DLEPHM_00681	trnP	tRNA-Pro(tgg)	SO:0000268
contig_2	cds	742274	742465	+	DLEPHM_00682		hypothetical protein	RefSeq:WP_048349704.1, SO:0001217, UniParc:UPI00031848F9, UniRef:UniRef100_Q6MPC2, UniRef:UniRef50_K7YV72, UniRef:UniRef90_Q6MPC2
contig_2	cds	742576	743319	+	DLEPHM_00683	endA	Putative secreted nuclease	COG:COG2356, COG:L, EC:3.1.21.1, KEGG:K01150, RefSeq:WP_011163477.1, SO:0001217, UniParc:UPI0000224A8F, UniRef:UniRef100_Q6MPC3, UniRef:UniRef50_Q6MPC3, UniRef:UniRef90_Q6MPC3
contig_2	cds	743469	744512	+	DLEPHM_00684		Terpene cyclase/mutase family protein	RefSeq:WP_041583475.1, SO:0001217, UniParc:UPI00059F2790, UniRef:UniRef100_Q6MPC4, UniRef:UniRef50_Q6MPC4, UniRef:UniRef90_Q6MPC4
contig_2	cds	744519	746054	-	DLEPHM_00685	tar	Mcp protein	COG:COG0840, COG:T, RefSeq:WP_011163475.1, SO:0001217, UniParc:UPI0000224A8D, UniRef:UniRef100_Q6MPC5, UniRef:UniRef50_A0A150WQ71, UniRef:UniRef90_Q6MPC5
contig_2	cds	746103	747023	-	DLEPHM_00686	mtbC1	Transcriptional regulator, MerR family	COG:C, COG:COG5012, KEGG:K22491, RefSeq:WP_041583474.1, SO:0001217, UniParc:UPI0002F6981D, UniRef:UniRef100_Q6MPC6, UniRef:UniRef50_Q6MPC6, UniRef:UniRef90_Q6MPC6
contig_2	cds	747182	747952	+	DLEPHM_00687	yajL	ThiJ/PfpI family protein	COG:COG0693, COG:V, SO:0001217, UniParc:UPI0000224A8B, UniRef:UniRef100_Q6MPC7, UniRef:UniRef50_Q6MPC7, UniRef:UniRef90_Q6MPC7
contig_2	cds	748019	748657	+	DLEPHM_00688		Lipoprotein	RefSeq:WP_041583472.1, SO:0001217, UniParc:UPI0005A1F561, UniRef:UniRef100_Q6MPC8, UniRef:UniRef50_Q6MPC8, UniRef:UniRef90_Q6MPC8
contig_2	cds	748743	749750	-	DLEPHM_00689	mdh	malate dehydrogenase	COG:C, COG:COG0039, EC:1.1.1.37, GO:0006099, GO:0006108, GO:0016615, GO:0030060, RefSeq:WP_011163471.1, SO:0001217, UniParc:UPI0000376AF0, UniRef:UniRef100_P61973, UniRef:UniRef50_P61973, UniRef:UniRef90_P61973
contig_2	cds	749891	751150	-	DLEPHM_00690	roxA	Putative RNA methylase	COG:COG2850, COG:J, RefSeq:WP_011163470.1, SO:0001217, UniParc:UPI0000224A88, UniRef:UniRef100_Q6MPD0, UniRef:UniRef50_K7Z854, UniRef:UniRef90_K7Z854
contig_2	cds	751338	752555	+	DLEPHM_00691	rlmK	Putative methyltransferase	COG:COG1092, COG:J, RefSeq:WP_011163469.1, SO:0001217, UniParc:UPI0000224A87, UniRef:UniRef100_Q6MPD1, UniRef:UniRef50_Q6MPD1, UniRef:UniRef90_Q6MPD1
contig_2	cds	752575	752856	+	DLEPHM_00692	pheA	Chorismate mutase domain-containing protein	COG:COG1605, COG:E, RefSeq:WP_011163468.1, SO:0001217, UniParc:UPI0000224A86, UniRef:UniRef100_Q6MPD2, UniRef:UniRef50_K7ZEK7, UniRef:UniRef90_K7ZEK7
contig_2	cds	752888	755482	-	DLEPHM_00693	rlhA	Putative collagenase	COG:COG0826, COG:J, EC:3.4.-.-, KEGG:K08303, SO:0001217, UniRef:UniRef50_T0QXP7, UniRef:UniRef90_Q6MPD3
contig_2	cds	755552	757003	-	DLEPHM_00694	degQ	Periplasmic serine protease	COG:COG0265, COG:O, RefSeq:WP_041583470.1, SO:0001217, UniParc:UPI0002FDF9ED, UniRef:UniRef100_Q6MPD5, UniRef:UniRef50_Q6MPD5, UniRef:UniRef90_Q6MPD5
contig_2	cds	757149	758039	+	DLEPHM_00695		CBS domain-containing protein	COG:COG5502, COG:S, RefSeq:WP_041583469.1, SO:0001217, UniParc:UPI00030264FF, UniRef:UniRef100_Q6MPD4, UniRef:UniRef50_Q6MPD4, UniRef:UniRef90_Q6MPD4
contig_2	cds	758058	758534	+	DLEPHM_00696		Lipoprotein	RefSeq:WP_011163464.1, SO:0001217, UniParc:UPI0000224A82, UniRef:UniRef100_Q6MPD6, UniRef:UniRef50_A0A514XH45, UniRef:UniRef90_Q6MPD6
contig_2	cds	758548	758886	-	DLEPHM_00697	pspE	Phage shock protein	COG:COG0607, COG:P, RefSeq:WP_050792899.1, SO:0001217, UniParc:UPI00045BE6B2, UniRef:UniRef100_Q6MPD7, UniRef:UniRef50_A0A162GF48, UniRef:UniRef90_Q6MPD7
contig_2	cds	758944	759405	-	DLEPHM_00698	ibpA	Small heat shock protein	COG:COG0071, COG:O, RefSeq:WP_011163462.1, SO:0001217, UniParc:UPI0000224A80, UniRef:UniRef100_Q6MPD8, UniRef:UniRef50_A0A258W289, UniRef:UniRef90_Q6MPD8
contig_2	cds	759462	761939	-	DLEPHM_00699	mgtA	Cation transporting ATPase	COG:COG0474, COG:P, RefSeq:WP_011163461.1, SO:0001217, UniParc:UPI0000224A7F, UniRef:UniRef100_Q6MPD9, UniRef:UniRef50_A0A258VUL6, UniRef:UniRef90_Q6MPD9
contig_2	cds	761950	762708	-	DLEPHM_00700	mlaF	Putative ribonucleotide transport atp-binding protein	COG:COG1127, COG:M, RefSeq:WP_011163460.1, SO:0001217, UniParc:UPI0000224A7E, UniRef:UniRef100_Q6MPE0, UniRef:UniRef50_Q6MPE0, UniRef:UniRef90_Q6MPE0
contig_2	cds	762752	763309	+	DLEPHM_00701		Putative DNA polymerase epsilon subunit	SO:0001217, UniParc:UPI0000224A7D, UniRef:UniRef100_Q6MPE1, UniRef:UniRef50_Q6MPE1, UniRef:UniRef90_Q6MPE1
contig_2	cds	763511	766015	+	DLEPHM_00702		hypothetical protein	RefSeq:WP_041583468.1, SO:0001217, UniParc:UPI0005A15508, UniRef:UniRef100_Q6MPE2, UniRef:UniRef50_Q6MPE2, UniRef:UniRef90_Q6MPE2
contig_2	cds	766031	767248	-	DLEPHM_00703		J domain-containing protein	RefSeq:WP_041583467.1, SO:0001217, UniParc:UPI0002F9E626, UniRef:UniRef100_Q6MPE3, UniRef:UniRef50_K7YV62, UniRef:UniRef90_K7YV62
contig_2	cds	767339	768055	-	DLEPHM_00704	wcaG	Putative enzyme of sugar metabolism	COG:COG0451, COG:M, RefSeq:WP_041583694.1, SO:0001217, UniParc:UPI0002D4B192, UniRef:UniRef100_UPI0002D4B192, UniRef:UniRef50_Q6MPE4, UniRef:UniRef90_Q6MPE4
contig_2	cds	768059	768757	-	DLEPHM_00705	menH	Putative hydrolase	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_Q6MPE5, UniRef:UniRef90_Q6MPE5
contig_2	cds	768773	769207	-	DLEPHM_00706	osmC	Putative redox protein	COG:COG1764, COG:V, RefSeq:WP_011163454.1, SO:0001217, UniParc:UPI0000224A78, UniRef:UniRef100_Q6MPE6, UniRef:UniRef50_A0A1Z3NAX2, UniRef:UniRef90_Q6MPE6
contig_2	cds	769264	769818	+	DLEPHM_00707	gbsR	DNA-binding protein	COG:COG1510, COG:K, RefSeq:WP_011163453.1, SO:0001217, UniParc:UPI0000224A77, UniRef:UniRef100_Q6MPE7, UniRef:UniRef50_A0A514XL51, UniRef:UniRef90_Q6MPE7
contig_2	cds	769821	770126	-	DLEPHM_00708		Putative RNA methylase	RefSeq:WP_011163452.1, SO:0001217, UniParc:UPI0000224A76, UniRef:UniRef100_Q6MPE8, UniRef:UniRef50_Q6MPE8, UniRef:UniRef90_Q6MPE8
contig_2	cds	770156	770560	-	DLEPHM_00709	yuxK	Thiol-disulfide oxidoreductase	COG:COG3011, COG:R, RefSeq:WP_011163451.1, SO:0001217, UniParc:UPI0000224A75, UniRef:UniRef100_Q6MPE9, UniRef:UniRef50_Q6MPE9, UniRef:UniRef90_Q6MPE9
contig_2	cds	770643	771944	+	DLEPHM_00710	aarF	Putative ABC transporter	COG:COG0661, COG:HT, SO:0001217, UniRef:UniRef50_A0A1Z3NAU2, UniRef:UniRef90_Q6MPF0
contig_2	cds	771956	773044	+	DLEPHM_00711	mauG	CcpA protein	COG:COG1858, COG:O, EC:1.11.1.5, KEGG:K00428, RefSeq:WP_011163449.1, SO:0001217, UniParc:UPI0000224A73, UniRef:UniRef100_Q6MPF1, UniRef:UniRef50_A0A0B8WU95, UniRef:UniRef90_Q6MPF1
contig_2	cds	773049	773840	-	DLEPHM_00712	lysR	HTH lysR-type domain-containing protein	COG:COG0583, COG:K, SO:0001217, UniParc:UPI0000224A72, UniRef:UniRef100_Q6MPF2, UniRef:UniRef50_A0A1Z3NAZ6, UniRef:UniRef90_A0A1Z3NAZ6
contig_2	cds	774008	774295	+	DLEPHM_00713		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0035A723F8
contig_2	cds	774300	775199	-	DLEPHM_00714	lysR	Transcriptional regulator, LysR family	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_011163447.1, SO:0001217, UniParc:UPI0000224A71, UniRef:UniRef100_Q6MPF3, UniRef:UniRef50_Q6MH68, UniRef:UniRef90_Q6MPF3
contig_2	cds	775215	776357	-	DLEPHM_00715	ulaG	Zn-dependent hydrolase	COG:COG2220, COG:G, EC:3.1.4.54, KEGG:K13985, RefSeq:WP_038450892.1, SO:0001217, UniParc:UPI0002F55825, UniRef:UniRef100_Q6MPF4, UniRef:UniRef50_K7Z842, UniRef:UniRef90_K7Z842
contig_2	cds	776578	777624	+	DLEPHM_00716	adhP	NADP-dependent alcohol dehydrogenase	COG:COG1064, COG:G, RefSeq:WP_011163445.1, SO:0001217, UniParc:UPI0000224A6F, UniRef:UniRef100_Q6MPF5, UniRef:UniRef50_A0A2Z4V3V5, UniRef:UniRef90_Q6MPF5
contig_2	cds	777665	778495	-	DLEPHM_00717	fghA	S-formylglutathione hydrolase	COG:COG0627, COG:V, EC:3.1.2.12, GO:0018738, GO:0046294, KEGG:K01070, RefSeq:WP_011163444.1, SO:0001217, UniParc:UPI0000224A6E, UniRef:UniRef100_Q6MPF6, UniRef:UniRef50_Q6MPF6, UniRef:UniRef90_Q6MPF6
contig_2	cds	778512	779621	-	DLEPHM_00718	frmA	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	COG:C, COG:COG1062, GO:0004022, GO:0008270, GO:0051903, RefSeq:WP_011163443.1, SO:0001217, UniParc:UPI0000224A6D, UniRef:UniRef100_Q6MPF7, UniRef:UniRef50_P25437, UniRef:UniRef90_Q6MPF7
contig_2	cds	779725	780606	+	DLEPHM_00719	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, SO:0001217, UniParc:UPI0000224A6C, UniRef:UniRef100_Q6MPF8, UniRef:UniRef50_A0A952P2G5, UniRef:UniRef90_K7YV50
contig_2	cds	780753	781202	+	DLEPHM_00720		Orotate phosphoribosyltransferase	RefSeq:WP_011163441.1, SO:0001217, UniParc:UPI0000224A6B, UniRef:UniRef100_Q6MPF9, UniRef:UniRef50_Q6MPF9, UniRef:UniRef90_Q6MPF9
contig_2	cds	781202	783118	+	DLEPHM_00721		DUF4105 domain-containing protein	SO:0001217, UniParc:UPI0000224A6A, UniRef:UniRef100_Q6MPG0, UniRef:UniRef50_K7YSF8, UniRef:UniRef90_K7YSF8
contig_2	cds	783174	783737	-	DLEPHM_00722		DUF3341 domain-containing protein	RefSeq:WP_011163439.1, SO:0001217, UniParc:UPI0000224A69, UniRef:UniRef100_Q6MPG1, UniRef:UniRef50_A0A150WIM1, UniRef:UniRef90_K7YLB8
contig_2	cds	783748	784095	-	DLEPHM_00723	osmY	BON domain-containing protein	COG:COG2823, COG:M, KEGG:K04065, RefSeq:WP_050792898.1, SO:0001217, UniParc:UPI0002D6C813, UniRef:UniRef100_Q6MPG2, UniRef:UniRef50_Q6MPG2, UniRef:UniRef90_Q6MPG2
contig_2	cds	784263	784568	-	DLEPHM_00724		hypothetical protein	RefSeq:WP_011163437.1, SO:0001217, UniParc:UPI0000224A67, UniRef:UniRef100_Q6MPG3, UniRef:UniRef50_Q6MPG3, UniRef:UniRef90_Q6MPG3
contig_2	cds	784747	785619	+	DLEPHM_00725	yecE	DUF72 domain-containing protein	COG:COG1801, COG:R, RefSeq:WP_011163436.1, SO:0001217, UniParc:UPI0000224A66, UniRef:UniRef100_Q6MPG4, UniRef:UniRef50_B1ZWK1, UniRef:UniRef90_Q6MPG4
contig_2	cds	785623	785985	-	DLEPHM_00726	phhB	4a-hydroxytetrahydrobiopterin dehydratase	COG:COG2154, COG:H, EC:4.2.1.96, GO:0006729, GO:0008124, KEGG:K01724, RefSeq:WP_011163435.1, SO:0001217, UniParc:UPI0000224A65, UniRef:UniRef100_P61732, UniRef:UniRef50_P61732, UniRef:UniRef90_P61732
contig_2	cds	786048	789146	-	DLEPHM_00727	acrB	Acriflavin resistance protein	COG:COG0841, COG:V, RefSeq:WP_011163434.1, SO:0001217, UniParc:UPI0000224A64, UniRef:UniRef100_Q6MPG6, UniRef:UniRef50_A0A0S8BSL3, UniRef:UniRef90_K7YLB4
contig_2	cds	789148	790425	-	DLEPHM_00728	tolC	Outer membrane export factor	COG:COG1538, COG:M, RefSeq:WP_041583464.1, SO:0001217, UniParc:UPI0002F93183, UniRef:UniRef100_Q6MPG7, UniRef:UniRef50_A0A162G4K6, UniRef:UniRef90_K7YV39
contig_2	cds	790546	791991	-	DLEPHM_00729		SH3b domain-containing protein	RefSeq:WP_226987918.1, SO:0001217, UniParc:UPI0003129D5C, UniRef:UniRef100_Q6MPG8, UniRef:UniRef50_A0A942DRL1, UniRef:UniRef90_K7Z832
contig_2	cds	792169	792498	-	DLEPHM_00730		Pseudouridine synthase	RefSeq:WP_038452108.1, SO:0001217, UniParc:UPI00045C0248, UniRef:UniRef100_Q6MPG9, UniRef:UniRef50_Q6MPG9, UniRef:UniRef90_Q6MPG9
contig_2	cds	792520	795966	-	DLEPHM_00731		Cell wall surface anchor family protein	RefSeq:WP_011163430.1, SO:0001217, UniParc:UPI0000224A60, UniRef:UniRef100_Q6MPH0, UniRef:UniRef50_K7ZEJ9, UniRef:UniRef90_Q6MPH0
contig_2	cds	796213	797319	+	DLEPHM_00732	ompA	OmpA-like domain-containing protein	COG:COG2885, COG:M, RefSeq:WP_011163429.1, SO:0001217, UniParc:UPI0000224A5F, UniRef:UniRef100_Q6MPH1, UniRef:UniRef50_A0A150WKG3, UniRef:UniRef90_A0A1Z3NB18
contig_2	cds	797377	797685	-	DLEPHM_00733		hypothetical protein	RefSeq:WP_011163428.1, SO:0001217, UniParc:UPI0000224A5E, UniRef:UniRef100_Q6MPH2, UniRef:UniRef50_A0A1Z3NAX8, UniRef:UniRef90_A0A1Z3NAX8
contig_2	cds	797682	798170	-	DLEPHM_00734	rpoE	RNA polymerase sigma-E factor	COG:COG1595, COG:K, RefSeq:WP_011163427.1, SO:0001217, UniParc:UPI0000224A5D, UniRef:UniRef100_Q6MPH3, UniRef:UniRef50_Q6MPH3, UniRef:UniRef90_Q6MPH3
contig_2	cds	798179	798613	-	DLEPHM_00735	cpxP	Putative periplasmic protein cpxP	KEGG:K06006, RefSeq:WP_011163426.1, SO:0001217, UniParc:UPI0000224A5C, UniRef:UniRef100_Q6MPH4, UniRef:UniRef50_A0A0B8WGW3, UniRef:UniRef90_Q6MPH4
contig_2	cds	798691	799311	-	DLEPHM_00736	pcp	Pyroglutamyl-peptidase I	COG:COG2039, COG:O, EC:3.4.19.3, KEGG:K01304, RefSeq:WP_011163425.1, SO:0001217, UniParc:UPI0000224A5B, UniRef:UniRef100_Q6MPH5, UniRef:UniRef50_A0A161QEB4, UniRef:UniRef90_Q6MPH5
contig_2	cds	799330	801066	-	DLEPHM_00737		Serine aminopeptidase S33 domain-containing protein	RefSeq:WP_011163424.1, SO:0001217, UniParc:UPI0000224A5A, UniRef:UniRef100_Q6MPH6, UniRef:UniRef50_K7YLA8, UniRef:UniRef90_K7YLA8
contig_2	cds	801445	802128	-	DLEPHM_00738	fliG	FliG protein	RefSeq:WP_157865647.1, SO:0001217, UniParc:UPI00045C17B4, UniRef:UniRef100_Q6MPH8, UniRef:UniRef50_A0A952TRW8, UniRef:UniRef90_Q6MPH8
contig_2	cds	802395	803525	-	DLEPHM_00739		VWFA domain-containing protein	RefSeq:WP_226987917.1, SO:0001217, UniParc:UPI00045C02BB, UniRef:UniRef100_Q6MPH9, UniRef:UniRef50_A0AA46YIC9, UniRef:UniRef90_Q6MPH9
contig_2	cds	803846	804400	+	DLEPHM_00740		hypothetical protein	RefSeq:WP_175575988.1, SO:0001217, UniParc:UPI0002D962D7, UniRef:UniRef100_Q6MPI0, UniRef:UniRef50_Q6MPI0, UniRef:UniRef90_Q6MPI0
contig_2	cds	804568	805581	+	DLEPHM_00741	menH	putative hydrolytic enzyme	COG:COG0596, COG:HR, RefSeq:WP_011163419.1, SO:0001217, UniParc:UPI0000224A55, UniRef:UniRef100_Q6MPI1, UniRef:UniRef50_Q6MPI1, UniRef:UniRef90_Q6MPI1
contig_2	rRNA	805721	805837	-	DLEPHM_00742	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
contig_2	rRNA	806093	809033	-	DLEPHM_00743	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
contig_2	tRNA	809147	809223	-	DLEPHM_00744	trnI	tRNA-Ile(gat)	SO:0000263
contig_2	rRNA	809366	810879	-	DLEPHM_00745	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_2	tRNA	811150	811225	-	DLEPHM_00746	trnA	tRNA-Ala(tgc)	SO:0000254
contig_2	cds	811381	811896	-	DLEPHM_00747		DUF4388 domain-containing protein	RefSeq:WP_011163418.1, SO:0001217, UniParc:UPI0000224A54, UniRef:UniRef100_Q6MPI2, UniRef:UniRef50_A0A942DSM8, UniRef:UniRef90_Q6MPI2
contig_2	cds	812123	812428	+	DLEPHM_00748		Cupin type-2 domain-containing protein	COG:COG3435, COG:Q, RefSeq:WP_011163417.1, SO:0001217, UniParc:UPI0000224A53, UniRef:UniRef100_Q6MPI3, UniRef:UniRef50_Q6MPI3, UniRef:UniRef90_Q6MPI3
contig_2	cds	812557	813888	-	DLEPHM_00749	rarA	Recombination factor protein RarA	COG:COG2256, COG:L, KEGG:K07478, SO:0001217, UniRef:UniRef50_A0A1W9HIA0, UniRef:UniRef90_K7Z825
contig_2	cds	813906	814145	-	DLEPHM_00750		hypothetical protein	RefSeq:WP_041583463.1, SO:0001217, UniParc:UPI0005A1A00C, UniRef:UniRef100_UPI0005A1A00C, UniRef:UniRef50_A0A1Z3NAZ0, UniRef:UniRef90_A0A1Z3NAZ0
contig_2	cds	814251	814856	-	DLEPHM_00751		Lipoprotein	RefSeq:WP_011163415.1, SO:0001217, UniParc:UPI0000224A51, UniRef:UniRef100_Q6MPI5, UniRef:UniRef50_A0A1Z3NAX3, UniRef:UniRef90_Q6MPI5
contig_2	cds	814869	817049	-	DLEPHM_00752	hofQ	Fimbrial assembly protein	COG:COG4796, COG:U, KEGG:K02666, RefSeq:WP_011163414.1, SO:0001217, UniParc:UPI0000224A50, UniRef:UniRef100_Q6MPI6, UniRef:UniRef50_Q6MPI6, UniRef:UniRef90_Q6MPI6
contig_2	cds	817073	817756	-	DLEPHM_00753	pilP	Fimbrial assembly protein	COG:COG3168, COG:NU, RefSeq:WP_011163413.1, SO:0001217, UniParc:UPI0000224A4F, UniRef:UniRef100_Q6MPI7, UniRef:UniRef50_Q6MPI7, UniRef:UniRef90_Q6MPI7
contig_2	cds	817753	818346	-	DLEPHM_00754	pilO	Pilus assembly protein PilO	COG:COG3167, COG:NU, KEGG:K02664, RefSeq:WP_011163412.1, SO:0001217, UniParc:UPI0000224A4E, UniRef:UniRef100_Q6MPI8, UniRef:UniRef50_K7Z822, UniRef:UniRef90_K7Z822
contig_2	cds	818339	818950	-	DLEPHM_00755	pilN	Fimbrial assembly membrane protein	COG:COG3166, COG:NU, RefSeq:WP_011163411.1, SO:0001217, UniParc:UPI0000224A4D, UniRef:UniRef100_Q6MPI9, UniRef:UniRef50_Q6MPI9, UniRef:UniRef90_Q6MPI9
contig_2	cds	818947	820002	-	DLEPHM_00756	pilM	Fimbrial assembly membrane protein	COG:COG4972, COG:NU, KEGG:K02662, RefSeq:WP_011163410.1, SO:0001217, UniParc:UPI0000224A4C, UniRef:UniRef100_Q6MPJ0, UniRef:UniRef50_Q6MPJ0, UniRef:UniRef90_Q6MPJ0
contig_2	cds	820173	820961	-	DLEPHM_00757	pilD	Prepilin leader peptidase/N-methyltransferase	COG:COG1989, COG:NU, RefSeq:WP_080558977.1, SO:0001217, UniParc:UPI00031EACFC, UniRef:UniRef100_UPI00031EACFC, UniRef:UniRef50_Q6MPJ1, UniRef:UniRef90_Q6MPJ1
contig_2	cds	820954	821724	-	DLEPHM_00758		Pilus biogenesis protein and ABC-type transporter	RefSeq:WP_226988010.1, SO:0001217, UniParc:UPI0002E942F1, UniRef:UniRef100_UPI0002E942F1, UniRef:UniRef50_Q6MPJ2, UniRef:UniRef90_Q6MPJ2
contig_2	cds	821717	822460	-	DLEPHM_00759	rbbA	ABC-type phosphonate transport protein, ATP-binding	COG:COG1131, COG:JV, RefSeq:WP_011163407.1, SO:0001217, UniParc:UPI0000224A49, UniRef:UniRef100_Q6MPJ3, UniRef:UniRef50_A0A952TGE3, UniRef:UniRef90_Q6MPJ3
contig_2	cds	822467	823357	-	DLEPHM_00760	phnD	Alkylphosphonate ABC transporter	COG:COG3221, COG:P, KEGG:K02044, RefSeq:WP_011163406.1, SO:0001217, UniParc:UPI0000224A48, UniRef:UniRef100_Q6MPJ4, UniRef:UniRef50_K7YSD3, UniRef:UniRef90_K7YSD3
contig_2	cds	823354	826548	-	DLEPHM_00761	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0005524, GO:0008152, GO:0046872, KEGG:K01955, RefSeq:WP_011163405.1, SO:0001217, UniParc:UPI0000224A47, UniRef:UniRef100_Q6MPJ5, UniRef:UniRef50_A0A942DPK2, UniRef:UniRef90_Q6MPJ5
contig_2	cds	826564	827232	-	DLEPHM_00762		YARHG domain-containing protein	RefSeq:WP_011163404.1, SO:0001217, UniParc:UPI0000224A46, UniRef:UniRef100_Q6MPJ6, UniRef:UniRef50_A0A952TFQ3, UniRef:UniRef90_Q6MPJ6
contig_2	cds	827229	828293	-	DLEPHM_00763	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, GO:0004088, GO:0006541, RefSeq:WP_011163403.1, SO:0001217, UniParc:UPI0000224A45, UniRef:UniRef100_Q6MPJ7, UniRef:UniRef50_A0A958PMY9, UniRef:UniRef90_Q6MPJ7
contig_2	cds	828293	829195	-	DLEPHM_00764	pyrB	aspartate carbamoyltransferase catalytic subunit	COG:COG0540, COG:F, EC:2.1.3.2, GO:0004070, GO:0006207, GO:0006520, GO:0016597, RefSeq:WP_011163402.1, SO:0001217, UniParc:UPI0000224A44, UniRef:UniRef100_Q6MPJ8, UniRef:UniRef50_M4V950, UniRef:UniRef90_Q6MPJ8
