# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	1056373	1057419	-	DLEPHM_00987	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ68
contig_2	cds	1057566	1057991	-	DLEPHM_00988	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ69
contig_2	cds	1058015	1058425	-	DLEPHM_00989	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ70
contig_2	cds	1058463	1059830	-	DLEPHM_00990	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ71
contig_2	cds	1060003	1060386	-	DLEPHM_00991	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ72
contig_2	cds	1060531	1062879	+	DLEPHM_00992	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ73
contig_2	cds	1062869	1065016	-	DLEPHM_00993	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ74
contig_2	cds	1065407	1066240	-	DLEPHM_00994	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6H8R6
contig_2	cds	1066674	1066868	-	DLEPHM_00995	-	-	-	-	-	-
contig_2	cds	1067130	1067318	+	DLEPHM_00996	-	-	-	-	-	-
contig_2	cds	1067500	1068324	-	DLEPHM_00997	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5W1M9
contig_2	cds	1068786	1069736	-	DLEPHM_00998	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ78
contig_2	cds	1069737	1070771	-	DLEPHM_00999	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ79
contig_2	cds	1070771	1071703	-	DLEPHM_01000	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ80
contig_2	cds	1071820	1072857	-	DLEPHM_01001	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ81
contig_2	cds	1072918	1073631	-	DLEPHM_01002	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ82
contig_2	cds	1073742	1074482	-	DLEPHM_01003	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ83
contig_2	cds	1074588	1077317	+	DLEPHM_01004	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ84
contig_2	cds	1077457	1078089	-	DLEPHM_01005	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001E43D03E
contig_2	cds	1078061	1079524	-	DLEPHM_01006	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ86
contig_2	cds	1079521	1080561	-	DLEPHM_01007	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ87
contig_2	cds	1080565	1081047	-	DLEPHM_01008	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ88
contig_2	cds	1081062	1081727	-	DLEPHM_01009	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ89
contig_2	cds	1081717	1081950	-	DLEPHM_01010	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3NBL9
contig_2	cds	1082235	1083326	+	DLEPHM_01011	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ91
contig_2	cds	1083311	1084192	+	DLEPHM_01012	574.0	4.8e-207	0.986	1.0	1.0	UniRef:UniRef90_K7YUE1
contig_2	cds	1084261	1084914	+	DLEPHM_01013	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ93
contig_2	cds	1084986	1086077	+	DLEPHM_01014	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ94
contig_2	cds	1086201	1088201	+	DLEPHM_01015	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ95
contig_2	cds	1088198	1089256	-	DLEPHM_01016	610.0	8.4e-219	1.0	0.939	1.0	UniRef:UniRef90_Q6MQ96
contig_2	cds	1089324	1089530	+	DLEPHM_01017	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ97
contig_2	cds	1089575	1090960	-	DLEPHM_01018	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ98
contig_2	cds	1090969	1092528	-	DLEPHM_01019	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQ99
contig_2	cds	1092528	1093292	-	DLEPHM_01020	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA0
contig_2	cds	1093289	1095025	-	DLEPHM_01021	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA1
contig_2	cds	1095354	1096862	-	DLEPHM_01022	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA2
contig_2	cds	1096874	1097959	-	DLEPHM_01023	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA3
contig_2	cds	1097995	1099341	-	DLEPHM_01024	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA4
contig_2	cds	1099503	1100528	-	DLEPHM_01025	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA5
contig_2	cds	1100540	1100779	-	DLEPHM_01026	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA6
contig_2	cds	1100772	1101332	-	DLEPHM_01027	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA7
contig_2	cds	1101350	1101751	-	DLEPHM_01028	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA8
contig_2	cds	1101939	1102613	+	DLEPHM_01029	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQA9
contig_2	cds	1102715	1104508	+	DLEPHM_01030	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB0
contig_2	cds	1104520	1106037	-	DLEPHM_01031	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB1
contig_2	cds	1106283	1107971	+	DLEPHM_01032	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB2
contig_2	cds	1107975	1108808	+	DLEPHM_01033	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB3
contig_2	cds	1108859	1109998	-	DLEPHM_01034	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB4
contig_2	cds	1110136	1111029	-	DLEPHM_01035	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB5
contig_2	cds	1111053	1112222	-	DLEPHM_01036	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB6
contig_2	cds	1112200	1112958	-	DLEPHM_01037	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB7
contig_2	cds	1112940	1114007	-	DLEPHM_01038	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB8
contig_2	cds	1114004	1114960	-	DLEPHM_01039	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQB9
contig_2	cds	1115053	1115481	+	DLEPHM_01040	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC0
contig_2	cds	1115492	1115947	+	DLEPHM_01041	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC1
contig_2	cds	1116103	1116717	+	DLEPHM_01042	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC2
contig_2	cds	1116729	1117388	-	DLEPHM_01043	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC3
contig_2	cds	1117531	1119471	+	DLEPHM_01044	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC4
contig_2	cds	1119475	1119792	-	DLEPHM_01045	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC5
contig_2	cds	1119789	1120952	-	DLEPHM_01046	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002DBB108
contig_2	cds	1120928	1121920	-	DLEPHM_01047	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC7
contig_2	cds	1121917	1122816	-	DLEPHM_01048	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC8
contig_2	cds	1122906	1124144	+	DLEPHM_01049	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQC9
contig_2	cds	1124253	1125203	+	DLEPHM_01050	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD0
contig_2	cds	1125270	1125797	-	DLEPHM_01051	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD1
contig_2	cds	1126063	1126290	-	DLEPHM_01052	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3NBQ1
contig_2	cds	1126351	1127436	-	DLEPHM_01053	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD2
contig_2	cds	1127499	1128908	-	DLEPHM_01054	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD3
contig_2	cds	1129032	1129553	-	DLEPHM_01055	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3NBP8
contig_2	cds	1129694	1130023	-	DLEPHM_01056	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD5
contig_2	cds	1130104	1130811	-	DLEPHM_01057	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD6
contig_2	cds	1131121	1132128	-	DLEPHM_01058	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD7
contig_2	cds	1132121	1132873	-	DLEPHM_01059	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD8
contig_2	cds	1132870	1133799	-	DLEPHM_01060	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQD9
contig_2	cds	1133803	1134588	-	DLEPHM_01061	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE0
contig_2	cds	1134655	1135470	-	DLEPHM_01062	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE1
contig_2	cds	1135692	1136687	+	DLEPHM_01063	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE2
contig_2	cds	1136684	1137871	+	DLEPHM_01064	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE3
contig_2	cds	1137880	1139259	-	DLEPHM_01065	619.0	3.4e-220	0.878	1.0	1.0	UniRef:UniRef90_Q6MQE4
contig_2	cds	1139324	1140655	-	DLEPHM_01066	693.0	9.4e-249	1.0	0.961	1.0	UniRef:UniRef90_Q6MQE6
contig_2	cds	1140751	1142292	-	DLEPHM_01067	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE7
contig_2	cds	1142518	1143003	+	DLEPHM_01068	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE8
contig_2	cds	1143147	1145351	+	DLEPHM_01069	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQE9
contig_2	cds	1145403	1145831	+	DLEPHM_01070	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF0
contig_2	cds	1145832	1146575	-	DLEPHM_01071	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF1
contig_2	cds	1146696	1147475	-	DLEPHM_01072	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF2
contig_2	cds	1147625	1148044	-	DLEPHM_01073	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF3
contig_2	cds	1148272	1148625	-	DLEPHM_01074	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF5
contig_2	cds	1148723	1148839	+	DLEPHM_01075	-	-	-	-	-	-
contig_2	cds	1148871	1149779	+	DLEPHM_01076	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF6
contig_2	cds	1149849	1150982	-	DLEPHM_01077	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62212
contig_2	cds	1151085	1151444	-	DLEPHM_01078	-	-	-	-	-	-
contig_2	cds	1151571	1152056	-	DLEPHM_01079	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQF9
contig_2	cds	1152108	1152743	-	DLEPHM_01080	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG0
contig_2	cds	1153140	1154135	+	DLEPHM_01081	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG1
contig_2	cds	1154145	1154939	-	DLEPHM_01082	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG2
contig_2	cds	1154991	1155734	-	DLEPHM_01083	493.0	6.1e-176	1.0	0.905	0.996	UniRef:UniRef90_Q6MQG3
contig_2	cds	1155862	1157550	-	DLEPHM_01084	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG4
contig_2	cds	1157642	1158802	+	DLEPHM_01085	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG5
contig_2	cds	1158826	1159290	+	DLEPHM_01086	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG6
contig_2	cds	1159277	1162000	+	DLEPHM_01087	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P61698
contig_2	cds	1162040	1162627	-	DLEPHM_01088	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG8
contig_2	cds	1162731	1165031	-	DLEPHM_01089	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQG9
contig_2	cds	1165044	1166888	-	DLEPHM_01090	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH0
contig_2	cds	1167106	1167495	+	DLEPHM_01091	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH1
contig_2	cds	1167555	1167815	-	DLEPHM_01092	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH2
contig_2	cds	1167815	1169146	-	DLEPHM_01093	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH3
contig_2	cds	1169357	1169755	-	DLEPHM_01094	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH4
contig_2	cds	1169769	1170209	-	DLEPHM_01095	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH5
contig_2	cds	1170321	1171109	-	DLEPHM_01096	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH6
contig_2	cds	1171168	1172247	-	DLEPHM_01097	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH7
contig_2	cds	1172414	1173178	-	DLEPHM_01098	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH8
contig_2	cds	1173411	1173665	+	DLEPHM_01099	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQH9
contig_2	cds	1173831	1174901	-	DLEPHM_01100	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI0
contig_2	cds	1174898	1176202	-	DLEPHM_01101	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI1
contig_2	cds	1176373	1177380	-	DLEPHM_01102	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000308565B
contig_2	cds	1177364	1178221	-	DLEPHM_01103	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI3
contig_2	cds	1178295	1178864	-	DLEPHM_01104	357.0	4.0e-124	1.0	0.855	1.0	UniRef:UniRef90_A0A1Z3NBV9
contig_2	cds	1179089	1179637	-	DLEPHM_01105	323.0	2.3e-111	0.918	1.0	1.0	UniRef:UniRef90_K7YRF7
contig_2	cds	1179730	1180776	+	DLEPHM_01106	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI7
contig_2	cds	1180810	1181214	-	DLEPHM_01107	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI8
contig_2	cds	1181217	1181846	-	DLEPHM_01108	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQI9
contig_2	cds	1181923	1183734	+	DLEPHM_01109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ0
contig_2	cds	1183746	1184432	-	DLEPHM_01110	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ1
contig_2	cds	1184434	1186458	-	DLEPHM_01111	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ2
contig_2	cds	1186458	1187618	-	DLEPHM_01112	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ3
contig_2	cds	1187618	1189291	-	DLEPHM_01113	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ4
contig_2	cds	1189278	1189643	-	DLEPHM_01114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ5
contig_2	cds	1189630	1190538	-	DLEPHM_01115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00345BA8A4
contig_2	cds	1190567	1191145	+	DLEPHM_01116	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ7
contig_2	cds	1191225	1192097	+	DLEPHM_01117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQJ8
contig_2	cds	1192175	1192774	-	DLEPHM_01118	388.0	2.4e-136	1.0	0.957	1.0	UniRef:UniRef90_Q6MQJ9
contig_2	cds	1192805	1193464	+	DLEPHM_01119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK0
contig_2	cds	1193474	1194301	+	DLEPHM_01120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK1
contig_2	cds	1194361	1194897	+	DLEPHM_01121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK2
contig_2	cds	1194915	1195199	+	DLEPHM_01122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK3
contig_2	cds	1195202	1196350	-	DLEPHM_01123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK4
contig_2	cds	1196380	1197597	+	DLEPHM_01124	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK5
contig_2	cds	1197601	1197936	+	DLEPHM_01125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK6
contig_2	cds	1198041	1199084	+	DLEPHM_01126	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK7
contig_2	cds	1199300	1201978	+	DLEPHM_01127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK8
contig_2	cds	1202036	1202602	-	DLEPHM_01128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQK9
contig_2	cds	1202721	1203149	-	DLEPHM_01129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL0
contig_2	cds	1203158	1203937	-	DLEPHM_01130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL1
contig_2	cds	1203945	1204424	-	DLEPHM_01131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL2
contig_2	cds	1204550	1205557	-	DLEPHM_01132	609.0	1.4e-219	0.976	1.0	0.905	UniRef:UniRef90_A0A150WTH8
contig_2	cds	1205598	1206179	-	DLEPHM_01133	393.0	7.3e-138	1.0	0.821	0.995	UniRef:UniRef90_Q6MQL4
contig_2	cds	1206432	1206827	+	DLEPHM_01134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL5
contig_2	cds	1207024	1208601	+	DLEPHM_01135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL6
contig_2	cds	1208695	1210209	+	DLEPHM_01136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001E3EB799
contig_2	cds	1210211	1210795	-	DLEPHM_01137	401.0	1.5e-141	1.0	0.956	0.990	UniRef:UniRef90_Q6MQL8
contig_2	cds	1210904	1211620	-	DLEPHM_01138	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQL9
contig_2	cds	1211880	1212860	+	DLEPHM_01139	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM0
contig_2	cds	1212873	1214345	+	DLEPHM_01140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM1
contig_2	cds	1214342	1215370	+	DLEPHM_01141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM2
contig_2	cds	1215371	1216243	+	DLEPHM_01142	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM3
contig_2	cds	1216258	1217328	+	DLEPHM_01143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM4
contig_2	cds	1217373	1217807	-	DLEPHM_01144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM6
contig_2	cds	1218024	1218572	+	DLEPHM_01145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM5
contig_2	cds	1218563	1219438	+	DLEPHM_01146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM7
contig_2	cds	1219435	1220451	+	DLEPHM_01147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM8
contig_2	cds	1220462	1221049	+	DLEPHM_01148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQM9
contig_2	cds	1221241	1221741	+	DLEPHM_01149	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQN0
contig_2	cds	1221803	1222642	-	DLEPHM_01150	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00030CFB95
contig_2	cds	1222835	1223014	+	DLEPHM_01151	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002FDAD1F
contig_2	cds	1223131	1223763	-	DLEPHM_01152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQN2
contig_2	cds	1224045	1225106	-	DLEPHM_01153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q70EK2
contig_2	cds	1225611	1226654	+	DLEPHM_01154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQN6
contig_2	cds	1226910	1229486	+	DLEPHM_01155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQN7
contig_2	cds	1229428	1231035	+	DLEPHM_01156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001D05500A
contig_2	cds	1231048	1231818	+	DLEPHM_01157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQN9
contig_2	cds	1231977	1232657	+	DLEPHM_01158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP0
contig_2	cds	1232654	1233103	+	DLEPHM_01159	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3NC41
contig_2	cds	1233157	1233606	+	DLEPHM_01160	279.0	1.4e-94	1.0	0.903	1.0	UniRef:UniRef90_Q6MQP2
contig_2	cds	1233603	1236566	+	DLEPHM_01161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP3
contig_2	cds	1236563	1236844	+	DLEPHM_01162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00045C030A
contig_2	cds	1236854	1238080	+	DLEPHM_01163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP4
contig_2	cds	1238093	1239163	+	DLEPHM_01164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP5
contig_2	cds	1239166	1239906	+	DLEPHM_01165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP6
contig_2	cds	1239903	1240970	+	DLEPHM_01166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP7
contig_2	cds	1240967	1242238	+	DLEPHM_01167	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP8
contig_2	cds	1242213	1243364	-	DLEPHM_01168	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQP9
contig_2	cds	1243539	1244372	-	DLEPHM_01169	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ0
contig_2	cds	1244827	1245675	-	DLEPHM_01170	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6H8R4
contig_2	cds	1246071	1247387	+	DLEPHM_01171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1Z3NC06
contig_2	cds	1247413	1247790	-	DLEPHM_01172	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ4
contig_2	cds	1247800	1248552	-	DLEPHM_01173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ5
contig_2	cds	1248597	1249778	-	DLEPHM_01174	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ6
contig_2	cds	1249797	1250345	-	DLEPHM_01175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ7
contig_2	cds	1250686	1252863	+	DLEPHM_01176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQQ9
contig_2	cds	1252923	1253519	-	DLEPHM_01177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR0
contig_2	cds	1253669	1254673	-	DLEPHM_01178	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR2
contig_2	cds	1254727	1255491	-	DLEPHM_01179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR3
contig_2	cds	1255587	1256537	+	DLEPHM_01180	592.0	3.2e-213	1.0	1.0	0.997	UniRef:UniRef90_K7YK68
contig_2	cds	1256623	1257813	+	DLEPHM_01181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR5
contig_2	cds	1258287	1261103	+	DLEPHM_01182	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR6
contig_2	cds	1261188	1261949	+	DLEPHM_01183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR7
contig_2	cds	1261946	1262605	+	DLEPHM_01184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR8
contig_2	cds	1262686	1263705	+	DLEPHM_01185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQR9
contig_2	cds	1263828	1264247	+	DLEPHM_01186	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS0
contig_2	cds	1264294	1264785	+	DLEPHM_01187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS1
contig_2	cds	1264782	1265756	-	DLEPHM_01188	618.0	3.7e-223	1.0	1.0	0.938	UniRef:UniRef90_K7YR93
contig_2	cds	1265821	1266417	+	DLEPHM_01189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS3
contig_2	cds	1266557	1267213	+	DLEPHM_01190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS4
contig_2	cds	1267161	1268483	+	DLEPHM_01191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001D04B07C
contig_2	cds	1268467	1271661	+	DLEPHM_01192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002F3695F
contig_2	cds	1271712	1272509	+	DLEPHM_01193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS7
contig_2	cds	1272552	1273643	-	DLEPHM_01194	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS8
contig_2	cds	1273813	1274469	-	DLEPHM_01195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQS9
contig_2	cds	1274580	1275095	+	DLEPHM_01196	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQT0
contig_2	cds	1275122	1275784	+	DLEPHM_01197	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQT1
contig_2	cds	1275915	1276772	+	DLEPHM_01198	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQT2
contig_2	cds	1276987	1278117	+	DLEPHM_01199	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6MQT3
