source           ,1..3,782,950        ,3,782,950,==,source    
dnaA             ,1..1416             ,1416     ,=>,gene      
dnaA             ,1..1416             ,1416     ,=>,CDS       
dnaN             ,1649..2755          ,1107     ,=>,gene      
dnaN             ,1649..2755          ,1107     ,=>,CDS       
recF             ,2755..3879          ,1125     ,=>,gene      
recF             ,2755..3879          ,1125     ,=>,CDS       
gyrB             ,3966..6386          ,2421     ,=>,gene      
gyrB             ,3966..6386          ,2421     ,=>,CDS       
gyrA             ,6410..8893          ,2484     ,=>,gene      
gyrA             ,6410..8893          ,2484     ,=>,CDS       
BD_RS00030       ,8895..9692          ,798      ,=>,gene      
BD_RS00030       ,8895..9692          ,798      ,=>,CDS       
BD_RS00035       ,9692..9928          ,237      ,=>,gene      
BD_RS00035       ,9692..9928          ,237      ,=>,CDS       
BD_RS00040       ,9925..10,281        ,357      ,=>,gene      
BD_RS00040       ,9925..10,281        ,357      ,=>,CDS       
BD_RS02555       ,518,241..519,401    ,1161     ,=>,CDS       
BD_RS02560       ,519,425..520,318    ,894      ,=>,gene      
BD_RS02560       ,519,425..520,318    ,894      ,=>,CDS       
BD_RS02565       ,520,456..521,595    ,1140     ,=>,gene      
BD_RS02565       ,520,456..521,595    ,1140     ,=>,CDS       
BD_RS02570       ,521,646..522,479    ,834      ,<=,gene      
BD_RS02570       ,521,646..522,479    ,834      ,<=,CDS       
BD_RS02575       ,522,483..524,171    ,1689     ,<=,gene      
BD_RS02575       ,522,483..524,171    ,1689     ,<=,CDS       
BD_RS02580       ,524,435..525,934    ,1500     ,=>,gene      
BD_RS02580       ,524,435..525,934    ,1500     ,=>,CDS       
BD_RS02585       ,525,946..527,739    ,1794     ,<=,gene      
BD_RS02585       ,525,946..527,739    ,1794     ,<=,CDS       
BD_RS02590       ,527,841..528,515    ,675      ,<=,gene      
BD_RS02590       ,527,841..528,515    ,675      ,<=,CDS       
BD_RS02595       ,528,703..529,104    ,402      ,=>,gene      
BD_RS02595       ,528,703..529,104    ,402      ,=>,CDS       
BD_RS02600       ,529,122..529,682    ,561      ,=>,gene      
BD_RS02600       ,529,122..529,682    ,561      ,=>,CDS       
BD_RS02605       ,529,675..529,914    ,240      ,=>,gene      
BD_RS02605       ,529,675..529,914    ,240      ,=>,CDS       
BD_RS02610       ,529,926..530,951    ,1026     ,=>,gene      
BD_RS02610       ,529,926..530,951    ,1026     ,=>,CDS       
BD_RS02615       ,531,113..532,459    ,1347     ,=>,gene      
BD_RS02615       ,531,113..532,459    ,1347     ,=>,CDS       
BD_RS02620       ,532,495..533,580    ,1086     ,=>,gene      
BD_RS02620       ,532,495..533,580    ,1086     ,=>,CDS       
BD_RS02625       ,533,592..535,100    ,1509     ,=>,gene      
BD_RS02625       ,533,592..535,100    ,1509     ,=>,CDS       
BD_RS02630       ,535,429..537,165    ,1737     ,=>,gene      
BD_RS02630       ,535,429..537,165    ,1737     ,=>,CDS       
BD_RS02635       ,537,162..537,926    ,765      ,=>,gene      
BD_RS02635       ,537,162..537,926    ,765      ,=>,CDS       
BD_RS02640       ,537,926..539,485    ,1560     ,=>,gene      
BD_RS02640       ,537,926..539,485    ,1560     ,=>,CDS       
BD_RS02645       ,539,494..540,879    ,1386     ,=>,gene      
BD_RS02645       ,539,494..540,879    ,1386     ,=>,CDS       
BD_RS02650       ,540,924..541,130    ,207      ,<=,gene      
BD_RS02650       ,540,924..541,130    ,207      ,<=,CDS       
BD_RS02655       ,541,321..542,256    ,936      ,=>,gene      
BD_RS02655       ,541,321..542,256    ,936      ,=>,CDS       
BD_RS02660       ,542,253..544,253    ,2001     ,<=,gene      
BD_RS02660       ,542,253..544,253    ,2001     ,<=,CDS       
BD_RS02665       ,544,377..545,468    ,1092     ,<=,gene      
BD_RS02665       ,544,377..545,468    ,1092     ,<=,CDS       
elbB             ,545,540..546,193    ,654      ,<=,gene      
elbB             ,545,540..546,193    ,654      ,<=,CDS       
BD_RS02675       ,546,262..547,131    ,870      ,<=,gene      
BD_RS02675       ,546,262..547,131    ,870      ,<=,CDS       
BD_RS02680       ,547,128..548,219    ,1092     ,<=,gene      
BD_RS02680       ,547,128..548,219    ,1092     ,<=,CDS       
BD_RS02685       ,548,504..548,737    ,234      ,=>,gene      
BD_RS02685       ,548,504..548,737    ,234      ,=>,CDS       
nth              ,548,727..549,392    ,666      ,=>,gene      
nth              ,548,727..549,392    ,666      ,=>,CDS       
BD_RS02695       ,549,407..549,889    ,483      ,=>,gene      
BD_RS02695       ,549,407..549,889    ,483      ,=>,CDS       
BD_RS02700       ,549,893..550,933    ,1041     ,=>,gene      
BD_RS02700       ,549,893..550,933    ,1041     ,=>,CDS       
BD_RS02705       ,550,930..552,393    ,1464     ,=>,gene      
BD_RS02705       ,550,930..552,393    ,1464     ,=>,CDS       
BD_RS02710       ,552,434..552,997    ,564      ,=>,gene      
BD_RS02710       ,552,434..552,997    ,564      ,=>,CDS       
BD_RS02715       ,553,137..555,866    ,2730     ,<=,gene      
BD_RS02715       ,553,137..555,866    ,2730     ,<=,CDS       
BD_RS02720       ,555,972..556,712    ,741      ,=>,gene      
BD_RS02720       ,555,972..556,712    ,741      ,=>,CDS       
BD_RS02725       ,556,823..557,536    ,714      ,=>,gene      
BD_RS02725       ,556,823..557,536    ,714      ,=>,CDS       
BD_RS02730       ,557,597..558,634    ,1038     ,=>,gene      
BD_RS02730       ,557,597..558,634    ,1038     ,=>,CDS       
BD_RS02735       ,558,751..559,683    ,933      ,=>,gene      
BD_RS02735       ,558,751..559,683    ,933      ,=>,CDS       
BD_RS02740       ,559,683..560,717    ,1035     ,=>,gene      
BD_RS02740       ,559,683..560,717    ,1035     ,=>,CDS       
BD_RS02745       ,560,718..561,668    ,951      ,=>,gene      
BD_RS02745       ,560,718..561,668    ,951      ,=>,CDS       
BD_RS02750       ,562,130..562,954    ,825      ,=>,gene      
BD_RS02750       ,562,130..562,954    ,825      ,=>,CDS       
BD_RS02755       ,563,136..563,792    ,657      ,<=,gene      
BD_RS02755       ,563,136..563,792    ,657      ,<=,CDS       
BD_RS02765       ,564,214..565,047    ,834      ,=>,gene      
BD_RS02765       ,564,214..565,047    ,834      ,=>,CDS       
BD_RS02770       ,565,468..567,585    ,2118     ,=>,gene      
BD_RS02770       ,565,468..567,585    ,2118     ,=>,CDS       
BD_RS02775       ,567,575..569,923    ,2349     ,<=,gene      
BD_RS02775       ,567,575..569,923    ,2349     ,<=,CDS       
BD_RS02780       ,570,068..570,451    ,384      ,=>,gene      
BD_RS02780       ,570,068..570,451    ,384      ,=>,CDS       
fliD             ,570,648..571,991    ,1344     ,=>,gene      
fliD             ,570,648..571,991    ,1344     ,=>,CDS       
fliS             ,572,029..572,439    ,411      ,=>,gene      
fliS             ,572,029..572,439    ,411      ,=>,CDS       
BD_RS02795       ,572,463..572,888    ,426      ,=>,gene      
BD_RS02795       ,572,463..572,888    ,426      ,=>,CDS       
BD_RS02800       ,573,035..574,081    ,1047     ,=>,gene      
BD_RS02800       ,573,035..574,081    ,1047     ,=>,CDS       
BD_RS02805       ,574,089..574,694    ,606      ,=>,gene      
BD_RS02805       ,574,089..574,694    ,606      ,=>,CDS       
BD_RS02810       ,574,695..576,203    ,1509     ,=>,gene      
BD_RS02810       ,574,695..576,203    ,1509     ,=>,CDS       
BD_RS02815       ,576,305..577,714    ,1410     ,=>,gene      
BD_RS02815       ,576,305..577,714    ,1410     ,=>,CDS       
BD_RS02820       ,577,701..578,384    ,684      ,=>,gene      
BD_RS02820       ,577,701..578,384    ,684      ,=>,CDS       
BD_RS02825       ,578,419..580,341    ,1923     ,=>,gene      
BD_RS02825       ,578,419..580,341    ,1923     ,=>,CDS       
BD_RS02830       ,580,302..580,685    ,384      ,=>,gene      
BD_RS02830       ,580,302..580,685    ,384      ,=>,CDS       
rsmD             ,580,688..581,287    ,600      ,=>,gene      
rsmD             ,580,688..581,287    ,600      ,=>,CDS       
coaD             ,581,280..581,762    ,483      ,=>,gene      
coaD             ,581,280..581,762    ,483      ,=>,CDS       
BD_RS02845       ,581,773..582,975    ,1203     ,=>,gene      
BD_RS02845       ,581,773..582,975    ,1203     ,=>,CDS       
BD_RS02850       ,583,037..584,257    ,1221     ,<=,gene      
BD_RS02850       ,583,037..584,257    ,1221     ,<=,CDS       
BD_RS02855       ,584,449..585,327    ,879      ,=>,gene      
BD_RS02855       ,584,449..585,327    ,879      ,=>,CDS       
BD_RS02860       ,585,328..585,570    ,243      ,=>,gene      
BD_RS02860       ,585,328..585,570    ,243      ,=>,CDS       
BD_RS02865       ,585,679..586,476    ,798      ,=>,gene      
BD_RS02865       ,585,679..586,476    ,798      ,=>,CDS       
BD_RS02870       ,586,519..587,118    ,600      ,<=,gene      
BD_RS02870       ,586,519..587,118    ,600      ,<=,CDS       
BD_RS02875       ,587,312..587,821    ,510      ,<=,gene      
BD_RS02875       ,587,312..587,821    ,510      ,<=,CDS       
BD_RS02880       ,587,940..590,894    ,2955     ,<=,gene      
BD_RS02880       ,587,940..590,894    ,2955     ,<=,CDS       
pal              ,591,026..591,532    ,507      ,=>,gene      
pal              ,591,026..591,532    ,507      ,=>,CDS       
BD_RS02890       ,591,555..591,866    ,312      ,=>,gene      
BD_RS02890       ,591,555..591,866    ,312      ,=>,CDS       
BD_RS02895       ,591,863..592,534    ,672      ,=>,gene      
BD_RS02895       ,591,863..592,534    ,672      ,=>,CDS       
tsaD             ,592,539..593,576    ,1038     ,=>,gene      
tsaD             ,592,539..593,576    ,1038     ,=>,CDS       
rsmA             ,593,573..594,397    ,825      ,=>,gene      
rsmA             ,593,573..594,397    ,825      ,=>,CDS       
smpB             ,594,398..594,856    ,459      ,=>,gene      
smpB             ,594,398..594,856    ,459      ,=>,CDS       
BD_RS02915       ,595,003..595,689    ,687      ,=>,gene      
BD_RS02915       ,595,003..595,689    ,687      ,=>,CDS       
BD_RS02925       ,595,986..596,627    ,642      ,<=,gene      
BD_RS02925       ,595,986..596,627    ,642      ,<=,CDS       
BD_RS02930       ,596,838..597,536    ,699      ,=>,gene      
BD_RS02930       ,596,838..597,536    ,699      ,=>,CDS       
BD_RS02935       ,597,571..598,248    ,678      ,<=,gene      
BD_RS02935       ,597,571..598,248    ,678      ,<=,CDS       
BD_RS02940       ,598,221..599,123    ,903      ,<=,gene      
BD_RS02940       ,598,221..599,123    ,903      ,<=,CDS       
BD_RS02945       ,599,120..599,422    ,303      ,<=,gene      
BD_RS02945       ,599,120..599,422    ,303      ,<=,CDS       
BD_RS02950       ,599,630..600,871    ,1242     ,=>,gene      
BD_RS02950       ,599,630..600,871    ,1242     ,=>,CDS       
BD_RS02955       ,600,947..601,474    ,528      ,<=,gene      
BD_RS02955       ,600,947..601,474    ,528      ,<=,CDS       
BD_RS02960       ,601,690..602,085    ,396      ,<=,gene      
BD_RS02960       ,601,690..602,085    ,396      ,<=,CDS       
BD_RS02965       ,602,178..602,681    ,504      ,<=,gene      
BD_RS02965       ,602,178..602,681    ,504      ,<=,CDS       
map              ,602,754..603,512    ,759      ,<=,gene      
map              ,602,754..603,512    ,759      ,<=,CDS       
BD_RS02975       ,603,538..604,386    ,849      ,=>,gene      
BD_RS02975       ,603,538..604,386    ,849      ,=>,CDS       
BD_RS02980       ,604,477..605,415    ,939      ,=>,gene      
BD_RS02980       ,604,477..605,415    ,939      ,=>,CDS       
BD_RS02985       ,605,794..606,390    ,597      ,<=,gene      
BD_RS02985       ,605,794..606,390    ,597      ,<=,CDS       
BD_RS02990       ,606,420..606,827    ,408      ,<=,gene      
BD_RS02990       ,606,420..606,827    ,408      ,<=,CDS       
BD_RS02995       ,606,914..607,561    ,648      ,<=,gene      
BD_RS02995       ,606,914..607,561    ,648      ,<=,CDS       
BD_RS03000       ,607,628..608,827    ,1200     ,<=,gene      
BD_RS03000       ,607,628..608,827    ,1200     ,<=,CDS       
BD_RS03005       ,608,907..610,724    ,1818     ,=>,gene      
BD_RS03005       ,608,907..610,724    ,1818     ,=>,CDS       
BD_RS03010       ,610,782..611,024    ,243      ,=>,gene      
BD_RS03010       ,610,782..611,024    ,243      ,=>,CDS       
BD_RS03015       ,611,069..612,163    ,1095     ,<=,gene      
BD_RS03015       ,611,069..612,163    ,1095     ,<=,CDS       
BD_RS03020       ,612,267..612,830    ,564      ,=>,gene      
BD_RS03020       ,612,267..612,830    ,564      ,=>,CDS       
BD_RS03025       ,613,034..614,683    ,1650     ,=>,gene      
BD_RS03025       ,613,034..614,683    ,1650     ,=>,CDS       
BD_RS03030       ,614,735..615,751    ,1017     ,=>,gene      
BD_RS03030       ,614,735..615,751    ,1017     ,=>,CDS       
BD_RS03035       ,615,748..616,809    ,1062     ,=>,gene      
BD_RS03035       ,615,748..616,809    ,1062     ,=>,CDS       
BD_RS03040       ,616,875..617,408    ,534      ,=>,gene      
BD_RS03040       ,616,875..617,408    ,534      ,=>,CDS       
BD_RS03045       ,617,414..618,223    ,810      ,<=,gene      
BD_RS03045       ,617,414..618,223    ,810      ,<=,CDS       
BD_RS03050       ,618,235..619,689    ,1455     ,<=,gene      
BD_RS03050       ,618,235..619,689    ,1455     ,<=,CDS       
BD_RS03055       ,619,760..620,098    ,339      ,<=,gene      
BD_RS03055       ,619,760..620,098    ,339      ,<=,CDS       
BD_RS03060       ,620,239..620,718    ,480      ,<=,gene      
BD_RS03060       ,620,239..620,718    ,480      ,<=,CDS       
BD_RS03065       ,621,064..623,031    ,1968     ,=>,gene      
BD_RS03065       ,621,064..623,031    ,1968     ,=>,CDS       
BD_RS03070       ,623,047..624,495    ,1449     ,=>,gene      
BD_RS03070       ,623,047..624,495    ,1449     ,=>,CDS       
BD_RS03075       ,624,580..625,413    ,834      ,<=,gene      
BD_RS03075       ,624,580..625,413    ,834      ,<=,CDS       
BD_RS03080       ,625,712..626,182    ,471      ,=>,gene      
BD_RS03080       ,625,712..626,182    ,471      ,=>,CDS       
BD_RS03085       ,626,358..627,881    ,1524     ,=>,gene      
BD_RS03085       ,626,358..627,881    ,1524     ,=>,CDS       
BD_RS03090       ,627,878..628,660    ,783      ,=>,gene      
BD_RS03090       ,627,878..628,660    ,783      ,=>,CDS       
BD_RS18030       ,628,731..629,156    ,426      ,=>,gene      
BD_RS18030       ,628,731..629,156    ,426      ,=>,CDS       
BD_RS03095       ,629,212..629,745    ,534      ,<=,gene      
BD_RS03095       ,629,212..629,745    ,534      ,<=,CDS       
BD_RS03100       ,629,767..630,015    ,249      ,<=,gene      
BD_RS03100       ,629,767..630,015    ,249      ,<=,CDS       
BD_RS03105       ,630,102..630,467    ,366      ,<=,gene      
BD_RS03105       ,630,102..630,467    ,366      ,<=,CDS       
BD_RS03110       ,630,649..631,446    ,798      ,=>,gene      
BD_RS03110       ,630,649..631,446    ,798      ,=>,CDS       
BD_RS03115       ,631,525..632,508    ,984      ,=>,gene      
BD_RS03115       ,631,525..632,508    ,984      ,=>,CDS       
BD_RS03120       ,632,586..632,668    ,83       ,<=,gene      
BD_RS03120       ,632,586..632,668    ,83       ,<=,tRNA      
gcvH             ,632,725..633,114    ,390      ,<=,gene      
gcvH             ,632,725..633,114    ,390      ,<=,CDS       
gcvT             ,633,125..634,207    ,1083     ,<=,gene      
gcvT             ,633,125..634,207    ,1083     ,<=,CDS       
BD_RS03135       ,634,289..634,774    ,486      ,=>,gene      
BD_RS03135       ,634,289..634,774    ,486      ,=>,CDS       
BD_RS03140       ,634,878..635,354    ,477      ,=>,gene      
BD_RS03140       ,634,878..635,354    ,477      ,=>,CDS       
BD_RS03145       ,635,439..638,597    ,3159     ,<=,gene      
BD_RS03145       ,635,439..638,597    ,3159     ,<=,CDS       
BD_RS03150       ,638,797..639,579    ,783      ,=>,gene      
BD_RS03150       ,638,797..639,579    ,783      ,=>,CDS       
BD_RS03155       ,639,538..640,554    ,1017     ,<=,gene      
BD_RS03155       ,639,538..640,554    ,1017     ,<=,CDS       
BD_RS03160       ,640,564..641,565    ,1002     ,<=,gene      
BD_RS03160       ,640,564..641,565    ,1002     ,<=,CDS       
gcvP             ,641,565..644,441    ,2877     ,<=,gene      
gcvP             ,641,565..644,441    ,2877     ,<=,CDS       
BD_RS03170       ,644,543..645,727    ,1185     ,<=,gene      
BD_RS03170       ,644,543..645,727    ,1185     ,<=,CDS       
BD_RS03175       ,645,786..646,565    ,780      ,<=,gene      
BD_RS03175       ,645,786..646,565    ,780      ,<=,CDS       
BD_RS03180       ,646,604..648,358    ,1755     ,<=,gene      
BD_RS03180       ,646,604..648,358    ,1755     ,<=,CDS       
BD_RS03185       ,648,532..648,864    ,333      ,<=,gene      
BD_RS03185       ,648,532..648,864    ,333      ,<=,CDS       
BD_RS03195       ,649,125..649,631    ,507      ,<=,gene      
BD_RS03195       ,649,125..649,631    ,507      ,<=,CDS       
BD_RS03200       ,649,663..649,986    ,324      ,<=,gene      
BD_RS03200       ,649,663..649,986    ,324      ,<=,CDS       
BD_RS03205       ,649,995..651,335    ,1341     ,<=,gene      
BD_RS03205       ,649,995..651,335    ,1341     ,<=,CDS       
BD_RS03210       ,651,328..652,749    ,1422     ,<=,gene      
BD_RS03210       ,651,328..652,749    ,1422     ,<=,CDS       
BD_RS03215       ,652,968..653,207    ,240      ,=>,gene      
BD_RS03215       ,652,968..653,207    ,240      ,=>,CDS       
genX             ,653,268..654,437    ,1170     ,=>,gene      
genX             ,653,268..654,437    ,1170     ,=>,CDS       
BD_RS03225       ,654,583..656,169    ,1587     ,=>,gene      
BD_RS03225       ,654,583..656,169    ,1587     ,=>,CDS       
BD_RS03230       ,656,388..660,308    ,3921     ,=>,gene      
BD_RS03230       ,656,388..660,308    ,3921     ,=>,CDS       
BD_RS03235       ,660,428..664,231    ,3804     ,=>,gene      
BD_RS03235       ,660,428..664,231    ,3804     ,=>,CDS       
BD_RS03240       ,664,238..665,056    ,819      ,<=,gene      
BD_RS03240       ,664,238..665,056    ,819      ,<=,CDS       
BD_RS03245       ,665,313..666,560    ,1248     ,=>,gene      
BD_RS03245       ,665,313..666,560    ,1248     ,=>,CDS       
BD_RS03250       ,666,557..667,522    ,966      ,=>,gene      
BD_RS03250       ,666,557..667,522    ,966      ,=>,CDS       
BD_RS03255       ,667,519..669,471    ,1953     ,=>,gene      
BD_RS03255       ,667,519..669,471    ,1953     ,=>,CDS       
BD_RS03260       ,669,564..669,848    ,285      ,=>,gene      
BD_RS03260       ,669,564..669,848    ,285      ,=>,CDS       
BD_RS03265       ,669,934..670,227    ,294      ,<=,gene      
BD_RS03265       ,669,934..670,227    ,294      ,<=,CDS       
BD_RS03270       ,670,309..671,568    ,1260     ,<=,gene      
BD_RS03270       ,670,309..671,568    ,1260     ,<=,CDS       
BD_RS03275       ,671,573..672,652    ,1080     ,<=,gene      
BD_RS03275       ,671,573..672,652    ,1080     ,<=,CDS       
mutT             ,672,670..673,131    ,462      ,<=,gene      
mutT             ,672,670..673,131    ,462      ,<=,CDS       
BD_RS03285       ,673,118..674,101    ,984      ,<=,gene      
BD_RS03285       ,673,118..674,101    ,984      ,<=,CDS       
BD_RS03290       ,674,101..675,375    ,1275     ,<=,gene      
BD_RS03290       ,674,101..675,375    ,1275     ,<=,CDS       
BD_RS03295       ,675,564..677,192    ,1629     ,=>,gene      
BD_RS03295       ,675,564..677,192    ,1629     ,=>,CDS       
BD_RS03300       ,677,193..678,104    ,912      ,<=,gene      
BD_RS03300       ,677,193..678,104    ,912      ,<=,CDS       
rfaE1            ,678,221..679,249    ,1029     ,=>,gene      
rfaE1            ,678,221..679,249    ,1029     ,=>,CDS       
BD_RS03310       ,679,261..679,638    ,378      ,=>,gene      
BD_RS03310       ,679,261..679,638    ,378      ,=>,CDS       
BD_RS03315       ,679,847..680,326    ,480      ,=>,gene      
BD_RS03315       ,679,847..680,326    ,480      ,=>,CDS       
BD_RS03320       ,680,354..681,199    ,846      ,<=,gene      
BD_RS03320       ,680,354..681,199    ,846      ,<=,CDS       
BD_RS03325       ,681,196..681,912    ,717      ,<=,gene      
BD_RS03325       ,681,196..681,912    ,717      ,<=,CDS       
BD_RS03330       ,682,223..682,450    ,228      ,=>,gene      
BD_RS03330       ,682,223..682,450    ,228      ,=>,CDS       
BD_RS03335       ,682,443..688,322    ,5880     ,=>,gene      
BD_RS03335       ,682,443..688,322    ,5880     ,=>,CDS       
BD_RS03340       ,688,345..690,423    ,2079     ,=>,gene      
BD_RS03340       ,688,345..690,423    ,2079     ,=>,CDS       
BD_RS03345       ,690,428..691,063    ,636      ,<=,gene      
BD_RS03345       ,690,428..691,063    ,636      ,<=,CDS       
BD_RS03350       ,691,168..691,434    ,267      ,<=,gene      
BD_RS03350       ,691,168..691,434    ,267      ,<=,CDS       
BD_RS03355       ,691,637..692,437    ,801      ,<=,gene      
BD_RS03355       ,691,637..692,437    ,801      ,<=,CDS       
BD_RS03360       ,692,428..693,579    ,1152     ,<=,gene      
BD_RS03360       ,692,428..693,579    ,1152     ,<=,CDS       
rlmN             ,693,899..695,098    ,1200     ,=>,gene      
rlmN             ,693,899..695,098    ,1200     ,=>,CDS       
BD_RS03370       ,695,109..696,017    ,909      ,=>,gene      
BD_RS03370       ,695,109..696,017    ,909      ,=>,CDS       
BD_RS03375       ,696,188..697,093    ,906      ,=>,gene      
BD_RS03375       ,696,188..697,093    ,906      ,=>,CDS       
BD_RS03380       ,697,132..698,820    ,1689     ,<=,gene      
BD_RS03380       ,697,132..698,820    ,1689     ,<=,CDS       
BD_RS03385       ,698,827..700,629    ,1803     ,<=,gene      
BD_RS03385       ,698,827..700,629    ,1803     ,<=,CDS       
BD_RS18145       ,700,907..701,059    ,153      ,=>,gene      
BD_RS18145       ,700,907..701,059    ,153      ,=>,CDS       
BD_RS03390       ,701,124..702,470    ,1347     ,=>,gene      
BD_RS03390       ,701,124..702,470    ,1347     ,=>,CDS       
BD_RS03395       ,702,472..703,611    ,1140     ,=>,gene      
BD_RS03395       ,702,472..703,611    ,1140     ,=>,CDS       
BD_RS03400       ,703,852..705,069    ,1218     ,=>,gene      
BD_RS03400       ,703,852..705,069    ,1218     ,=>,CDS       
BD_RS03405       ,705,107..706,039    ,933      ,=>,gene      
BD_RS03405       ,705,107..706,039    ,933      ,=>,CDS       
BD_RS03410       ,706,483..707,103    ,621      ,=>,gene      
BD_RS03410       ,706,483..707,103    ,621      ,=>,CDS       
BD_RS03415       ,707,110..707,589    ,480      ,=>,gene      
BD_RS03415       ,707,110..707,589    ,480      ,=>,CDS       
BD_RS03420       ,707,671..708,099    ,429      ,=>,gene      
BD_RS03420       ,707,671..708,099    ,429      ,=>,CDS       
BD_RS03425       ,708,144..708,536    ,393      ,<=,gene      
BD_RS03425       ,708,144..708,536    ,393      ,<=,CDS       
BD_RS03430       ,708,536..709,732    ,1197     ,<=,gene      
BD_RS03430       ,708,536..709,732    ,1197     ,<=,CDS       
BD_RS03435       ,709,735..710,568    ,834      ,<=,gene      
BD_RS03435       ,709,735..710,568    ,834      ,<=,CDS       
BD_RS03440       ,710,571..712,142    ,1572     ,<=,gene      
BD_RS03440       ,710,571..712,142    ,1572     ,<=,CDS       
BD_RS03445       ,712,175..712,936    ,762      ,<=,gene      
BD_RS03445       ,712,175..712,936    ,762      ,<=,CDS       
BD_RS03450       ,713,234..713,824    ,591      ,<=,gene      
BD_RS03450       ,713,234..713,824    ,591      ,<=,CDS       
BD_RS03455       ,713,824..716,520    ,2697     ,<=,gene      
BD_RS03455       ,713,824..716,520    ,2697     ,<=,CDS       
BD_RS03460       ,716,548..717,039    ,492      ,<=,gene      
BD_RS03460       ,716,548..717,039    ,492      ,<=,CDS       
BD_RS03465       ,717,439..718,428    ,990      ,<=,gene      
BD_RS03465       ,717,439..718,428    ,990      ,<=,CDS       
BD_RS03470       ,718,485..719,057    ,573      ,<=,gene      
BD_RS03470       ,718,485..719,057    ,573      ,<=,CDS       
msrB             ,719,145..719,561    ,417      ,=>,gene      
msrB             ,719,145..719,561    ,417      ,=>,CDS       
BD_RS03480       ,719,624..720,343    ,720      ,=>,gene      
BD_RS03480       ,719,624..720,343    ,720      ,=>,CDS       
BD_RS03485       ,720,340..721,194    ,855      ,<=,gene      
BD_RS03485       ,720,340..721,194    ,855      ,<=,CDS       
BD_RS03490       ,721,320..721,829    ,510      ,=>,gene      
BD_RS03490       ,721,320..721,829    ,510      ,=>,CDS       
BD_RS03495       ,721,971..723,314    ,1344     ,=>,gene      
BD_RS03495       ,721,971..723,314    ,1344     ,=>,CDS       
BD_RS03500       ,723,333..723,752    ,420      ,=>,gene      
BD_RS03500       ,723,333..723,752    ,420      ,=>,CDS       
BD_RS03505       ,723,749..724,177    ,429      ,=>,gene      
BD_RS03505       ,723,749..724,177    ,429      ,=>,CDS       
BD_RS03510       ,724,217..724,678    ,462      ,=>,gene      
BD_RS03510       ,724,217..724,678    ,462      ,=>,CDS       
lipB             ,724,775..725,434    ,660      ,<=,gene      
lipB             ,724,775..725,434    ,660      ,<=,CDS       
BD_RS03520       ,725,640..727,274    ,1635     ,=>,gene      
BD_RS03520       ,725,640..727,274    ,1635     ,=>,CDS       
BD_RS03525       ,727,555..728,745    ,1191     ,<=,gene      
BD_RS03525       ,727,555..728,745    ,1191     ,<=,CDS       
BD_RS03530       ,728,826..729,575    ,750      ,=>,gene      
BD_RS03530       ,728,826..729,575    ,750      ,=>,CDS       
BD_RS03535       ,729,595..730,395    ,801      ,<=,gene      
BD_RS03535       ,729,595..730,395    ,801      ,<=,CDS       
BD_RS03540       ,730,561..731,292    ,732      ,=>,gene      
BD_RS03540       ,730,561..731,292    ,732      ,=>,CDS       
BD_RS03545       ,731,366..731,815    ,450      ,<=,gene      
BD_RS03545       ,731,366..731,815    ,450      ,<=,CDS       
BD_RS03550       ,731,886..732,449    ,564      ,<=,gene      
BD_RS03550       ,731,886..732,449    ,564      ,<=,CDS       
BD_RS03555       ,732,662..733,390    ,729      ,<=,gene      
BD_RS03555       ,732,662..733,390    ,729      ,<=,CDS       
lpdA             ,733,471..734,892    ,1422     ,<=,gene      
lpdA             ,733,471..734,892    ,1422     ,<=,CDS       
BD_RS03565       ,734,959..736,590    ,1632     ,<=,gene      
BD_RS03565       ,734,959..736,590    ,1632     ,<=,CDS       
sfsA             ,736,824..737,555    ,732      ,=>,gene      
sfsA             ,736,824..737,555    ,732      ,=>,CDS       
BD_RS03575       ,737,744..738,505    ,762      ,=>,gene      
BD_RS03575       ,737,744..738,505    ,762      ,=>,CDS       
BD_RS03580       ,738,634..739,098    ,465      ,=>,gene      
BD_RS03580       ,738,634..739,098    ,465      ,=>,CDS       
BD_RS03585       ,739,197..740,156    ,960      ,=>,gene      
BD_RS03585       ,739,197..740,156    ,960      ,=>,CDS       
BD_RS03590       ,740,156..740,500    ,345      ,=>,gene      
BD_RS03590       ,740,156..740,500    ,345      ,=>,CDS       
BD_RS03595       ,740,504..740,866    ,363      ,<=,gene      
BD_RS03595       ,740,504..740,866    ,363      ,<=,CDS       
BD_RS03600       ,741,002..741,676    ,675      ,<=,gene      
BD_RS03600       ,741,002..741,676    ,675      ,<=,CDS       
BD_RS03605       ,741,970..742,548    ,579      ,=>,gene      
BD_RS03605       ,741,970..742,548    ,579      ,=>,CDS       
BD_RS03610       ,742,787..742,996    ,210      ,=>,gene      
BD_RS03610       ,742,787..742,996    ,210      ,=>,CDS       
BD_RS03615       ,743,013..743,468    ,456      ,=>,gene      
BD_RS03615       ,743,013..743,468    ,456      ,=>,CDS       
BD_RS03620       ,743,493..744,599    ,1107     ,=>,gene      
BD_RS03620       ,743,493..744,599    ,1107     ,=>,CDS       
BD_RS03625       ,744,726..745,751    ,1026     ,=>,gene      
BD_RS03625       ,744,726..745,751    ,1026     ,=>,CDS       
eno              ,745,744..747,012    ,1269     ,=>,gene      
eno              ,745,744..747,012    ,1269     ,=>,CDS       
